Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
1,"Thursday, Apr 7",NYM,A,WSN,W,5,1,,1-0,1,up 0.5,Megill,Corbin,,3:31,N,35052,1.04,1,,2022
2,"Friday, Apr 8",NYM,A,WSN,W,7,3,,2-0,1,up 0.5,Scherzer,Gray,,3:43,N,25677,1.06,2,,2022
3,"Saturday, Apr 9",NYM,A,WSN,W,5,0,,3-0,1,up 0.5,Bassitt,Adon,,3:14,N,21369,1.1,3,,2022
4,"Sunday, Apr 10",NYM,A,WSN,L,2,4,,3-1,1,up 0.5,Finnegan,Williams,Rainey,3:01,D,23158,1.12,-1,,2022
5,"Monday, Apr 11",NYM,A,PHI,L,4,5,,3-2,2,0.5,Dominguez,Lugo,Hand,3:05,N,22317,1.15,-2,,2022
6,"Tuesday, Apr 12",NYM,A,PHI,W,2,0,,4-2,1,up 0.5,Megill,Wheeler,Díaz,3:12,N,26045,1.13,1,,2022
7,"Wednesday, Apr 13",NYM,A,PHI,W,9,6,,5-2,1,up 1.5,Scherzer,Nola,,4:04,D,31190,1.15,2,,2022
8,"Friday, Apr 15",NYM,H,ARI,W,10,3,,6-2,1,up 2.5,Bassitt,Davies,,3:24,D,43820,1.14,3,,2022
9,"Saturday, Apr 16",NYM,H,ARI,L,2,3,,6-3,1,up 1.5,Poppen,Rodriguez,Melancon,3:12,D,37935,1.11,-1,,2022
10,"Sunday, Apr 17",NYM,H,ARI,W,5,0,,7-3,1,up 2.5,Shreve,Ramirez,,2:59,D,24515,1.13,1,,2022
11,"Tuesday, Apr 19 (1)",NYM,H,SFG,W-wo,5,4,10,8-3,1,up 3.5,Ottavino,Garcia,,3:33,D,NA,1.14,2,,2022
12,"Tuesday, Apr 19 (2)",NYM,H,SFG,W,3,1,,9-3,1,up 3.5,Scherzer,Webb,May,2:41,D,27490,1.2,3,,2022
13,"Wednesday, Apr 20",NYM,H,SFG,L,2,5,,9-4,1,up 3.5,Rodon,Bassitt,McGee,3:20,N,30050,1.19,-1,,2022
14,"Thursday, Apr 21",NYM,H,SFG,W,6,2,,10-4,1,up 4.0,Carrasco,DeSclafani,,2:35,D,28760,1.17,1,,2022
15,"Friday, Apr 22",NYM,A,ARI,W,6,5,10,11-4,1,up 4.0,Díaz,Melancon,Lugo,3:29,N,20939,1.2,2,,2022
16,"Saturday, Apr 23",NYM,A,ARI,L,2,5,,11-5,1,up 4.0,Castellanos,Williams,Mantiply,3:19,N,25413,1.21,-1,,2022
17,"Sunday, Apr 24",NYM,A,ARI,W,6,2,,12-5,1,up 4.0,Megill,Wendelken,,2:56,D,23570,1.16,1,,2022
18,"Monday, Apr 25",NYM,A,STL,W,5,2,,13-5,1,up 4.5,May,Gallegos,Díaz,3:00,N,35455,1.26,2,,2022
19,"Tuesday, Apr 26",NYM,A,STL,W,3,0,,14-5,1,up 4.5,Bassitt,Hicks,Díaz,3:32,N,32215,1.27,3,,2022
20,"Wednesday, Apr 27",NYM,A,STL,L,5,10,,14-6,1,up 3.5,Woodford,Carrasco,,3:29,D,34822,1.27,-1,,2022
21,"Friday, Apr 29",NYM,H,PHI,W,3,0,,15-6,1,up 3.0,Megill,Nola,Díaz,3:18,N,32416,1.3,1,,2022
22,"Saturday, Apr 30",NYM,H,PHI,L,1,4,,15-7,1,up 2.0,Norwood,Ottavino,Knebel,3:48,N,40036,1.32,-1,,2022
23,"Sunday, May 1",NYM,H,PHI,W,10,6,,16-7,1,up 3.0,Scherzer,Eflin,,3:20,N,30608,1.31,1,,2022
24,"Monday, May 2",NYM,H,ATL,L,2,5,,16-8,1,up 3.0,Fried,Bassitt,Jansen,3:18,N,23413,1.31,-1,,2022
25,"Tuesday, May 3 (1)",NYM,H,ATL,W,5,4,,17-8,1,up 4.5,Peterson,Morton,Díaz,2:49,D,NA,1.28,1,,2022
26,"Tuesday, May 3 (2)",NYM,H,ATL,W,3,0,,18-8,1,up 4.5,Carrasco,Wright,Lugo,2:18,D,27206,1.28,2,,2022
27,"Wednesday, May 4",NYM,H,ATL,L,2,9,,18-9,1,up 4.5,Anderson,Megill,,3:28,D,23973,1.31,-1,,2022
28,"Thursday, May 5",NYM,A,PHI,W,8,7,,19-9,1,up 5.5,Medina,Knebel,Díaz,3:15,N,24040,1.34,1,,2022
29,"Sunday, May 8 (1)",NYM,A,PHI,L,2,3,,19-10,1,up 6.0,Gibson,Scherzer,Knebel,2:58,D,NA,1.26,-1,,2022
30,"Sunday, May 8 (2)",NYM,A,PHI,W,6,1,,20-10,1,up 6.0,Bassitt,Sanchez,,3:15,D,37133,1.29,1,,2022
31,"Tuesday, May 10",NYM,A,WSN,W,4,2,,21-10,1,up 7.0,Carrasco,Edwards,Díaz,3:08,N,21955,1.28,2,,2022
32,"Wednesday, May 11",NYM,A,WSN,L,3,8,,21-11,1,up 6.0,Sanchez,Megill,,3:05,N,19715,1.24,-1,,2022
33,"Thursday, May 12",NYM,A,WSN,W,4,1,,22-11,1,up 6.5,Walker,Adon,,2:45,D,21213,1.27,1,,2022
34,"Friday, May 13",NYM,H,SEA,L,1,2,,22-12,1,up 5.5,Sewald,Smith,Steckenrider,2:56,N,36629,1.2,-1,,2022
35,"Saturday, May 14",NYM,H,SEA,W,5,4,,23-12,1,up 5.5,Ottavino,Munoz,Díaz,3:30,N,37140,1.21,1,,2022
36,"Sunday, May 15",NYM,H,SEA,L,7,8,,23-13,1,up 5.5,Ray,Shreve,Castillo,3:22,D,38476,1.28,-1,,2022
37,"Tuesday, May 17 (1)",NYM,H,STL,W,3,1,,24-13,1,up 6.0,Reed,Mikolas,Díaz,2:54,D,NA,1.32,1,,2022
38,"Tuesday, May 17 (2)",NYM,H,STL,L,3,4,,24-14,1,up 6.0,Helsley,Rodriguez,Gallegos,3:42,D,27457,1.32,-1,,2022
39,"Wednesday, May 18",NYM,H,STL,W,11,4,,25-14,1,up 6.0,Scherzer,Walsh,,3:29,N,32798,1.37,1,,2022
40,"Thursday, May 19",NYM,H,STL,W-wo,7,6,10,26-14,1,up 7.0,Holderman,Gallegos,,3:41,D,28801,1.36,2,,2022
41,"Saturday, May 21 (1)",NYM,A,COL,W,5,1,,27-14,1,up 7.0,Carrasco,Marquez,,2:55,D,20737,1.25,3,,2022
42,"Saturday, May 21 (2)",NYM,A,COL,L,3,11,,27-15,1,up 7.0,Goudeau,Williams,,2:58,N,25783,1.2,-1,,2022
43,"Sunday, May 22",NYM,A,COL,W,2,0,,28-15,1,up 8.0,Walker,Gomber,Díaz,2:34,D,35248,1.24,1,,2022
44,"Monday, May 23",NYM,A,SFG,W,13,3,,29-15,1,up 8.0,Peterson,Cobb,,2:51,N,25690,1.25,2,,2022
45,"Tuesday, May 24",NYM,A,SFG,L-wo,12,13,,29-16,1,up 8.0,Brebbia,Díaz,,3:50,N,27683,1.18,-1,,2022
46,"Wednesday, May 25",NYM,A,SFG,L,3,9,,29-17,1,up 7.0,Junis,Szapucki,,2:44,D,27432,1.23,-2,,2022
47,"Friday, May 27",NYM,H,PHI,W,8,6,,30-17,1,up 7.5,Carrasco,Falter,Díaz,3:41,N,30175,1.33,1,,2022
48,"Saturday, May 28",NYM,H,PHI,W,8,2,,31-17,1,up 8.5,Walker,Eflin,,3:09,N,37455,1.28,2,,2022
49,"Sunday, May 29",NYM,H,PHI,W-wo,5,4,10,32-17,1,up 8.5,Díaz,Knebel,,3:51,N,36513,1.25,3,,2022
50,"Monday, May 30",NYM,H,WSN,W,13,5,,33-17,1,up 9.5,Holderman,Fedde,,3:29,N,22007,1.14,4,,2022
51,"Tuesday, May 31",NYM,H,WSN,W,10,0,,34-17,1,up10.5,Williams,Corbin,,3:31,N,25263,1.09,5,,2022
52,"Wednesday, Jun 1",NYM,H,WSN,W,5,0,,35-17,1,up10.5,Carrasco,Lee,,3:02,D,25417,1.02,6,,2022
53,"Thursday, Jun 2",NYM,A,LAD,L,0,2,,35-18,1,up 9.5,Gonsolin,Walker,Kimbrel,2:54,N,48018,1.14,-1,,2022
54,"Friday, Jun 3",NYM,A,LAD,L,1,6,,35-19,1,up 8.5,Anderson,Bassitt,Hudson,2:55,N,52505,1.18,-2,,2022
55,"Saturday, Jun 4",NYM,A,LAD,W,9,4,,36-19,1,up 8.5,Holderman,Buehler,,3:33,N,50165,1.21,1,,2022
56,"Sunday, Jun 5",NYM,A,LAD,W,5,4,10,37-19,1,up 8.5,Lugo,Kimbrel,Medina,3:59,D,48672,1.19,2,,2022
57,"Monday, Jun 6",NYM,A,SDP,W,11,5,,38-19,1,up 9.0,Carrasco,Snell,,3:43,N,34858,1.12,3,,2022
58,"Tuesday, Jun 7",NYM,A,SDP,L,0,7,,38-20,1,up 8.0,Darvish,Walker,,2:48,N,31796,1.06,-1,,2022
59,"Wednesday, Jun 8",NYM,A,SDP,L,2,13,,38-21,1,up 7.0,Manaea,Bassitt,,2:58,N,40992,1.1,-2,,2022
60,"Friday, Jun 10",NYM,A,LAA,W,7,3,,39-21,1,up 6.5,Peterson,Diaz,,3:21,N,31499,1.07,1,,2022
61,"Saturday, Jun 11",NYM,A,LAA,L,6,11,,39-22,1,up 5.5,Lorenzen,Carrasco,,3:21,N,36408,1,-1,,2022
62,"Sunday, Jun 12",NYM,A,LAA,W,4,1,,40-22,1,up 5.5,Walker,Sandoval,Díaz,3:11,D,36598,1.14,1,,2022
63,"Tuesday, Jun 14",NYM,H,MIL,W,4,0,,41-22,1,up 5.0,Bassitt,Houser,,2:39,N,28495,1.21,2,,2022
64,"Wednesday, Jun 15",NYM,H,MIL,L,2,10,,41-23,1,up 4.0,Burnes,Peterson,,3:11,N,25422,1.15,-1,,2022
65,"Thursday, Jun 16",NYM,H,MIL,W,5,4,,42-23,1,up 4.5,Smith,Suter,Díaz,3:26,N,25002,1.23,1,,2022
66,"Friday, Jun 17",NYM,H,MIA,W,10,4,,43-23,1,up 5.5,Carrasco,Lopez,,3:23,N,36111,1.13,2,,2022
67,"Saturday, Jun 18",NYM,H,MIA,W,3,2,,44-23,1,up 6.5,Walker,Garrett,Díaz,2:51,D,40021,1.09,3,,2022
68,"Sunday, Jun 19",NYM,H,MIA,L,2,6,,44-24,1,up 5.5,Alcantara,Bassitt,,3:02,D,41255,1.08,-1,,2022
69,"Monday, Jun 20",NYM,H,MIA,W,6,0,,45-24,1,up 5.5,Peterson,Rogers,,3:20,D,34947,1.07,1,,2022
70,"Tuesday, Jun 21",NYM,A,HOU,L,2,8,,45-25,1,up 5.5,Urquidy,Williams,,3:02,N,35140,0.98,-1,,2022
71,"Wednesday, Jun 22",NYM,A,HOU,L,3,5,,45-26,1,up 4.5,Garcia,Carrasco,Pressly,3:15,D,35415,1.08,-2,,2022
72,"Friday, Jun 24",NYM,A,MIA,W,5,3,,46-26,1,up 5.0,Walker,Alcantara,Díaz,3:03,N,11444,1.16,1,,2022
73,"Saturday, Jun 25",NYM,A,MIA,W,5,3,,47-26,1,up 5.0,Bassitt,Yacabonis,Díaz,3:00,D,18722,1.09,2,,2022
74,"Sunday, Jun 26",NYM,A,MIA,L-wo,2,3,,47-27,1,up 5.0,Scott,Ottavino,,2:44,D,19343,1.04,-1,,2022
75,"Tuesday, Jun 28",NYM,H,HOU,L,1,9,,47-28,1,up 4.0,Valdez,Carrasco,,3:17,N,36673,1.07,-2,,2022
76,"Wednesday, Jun 29",NYM,H,HOU,L,0,2,,47-29,1,up 3.0,Verlander,Smith,Pressly,2:43,D,29230,1.15,-3,,2022
77,"Friday, Jul 1",NYM,H,TEX,W,4,3,,48-29,1,up 3.5,Peterson,Otto,Díaz,2:38,N,35639,1.15,1,,2022
78,"Saturday, Jul 2",NYM,H,TEX,L,3,7,,48-30,1,up 2.5,Perez,Williams,,2:57,D,26494,1.15,-1,,2022
79,"Sunday, Jul 3",NYM,H,TEX,W,4,1,,49-30,1,up 3.5,Carrasco,Gray,Díaz,2:58,D,25241,1.17,1,,2022
80,"Monday, Jul 4",NYM,A,CIN,W,7,4,,50-30,1,up 3.5,Walker,Greene,Lugo,3:14,N,19533,1.15,2,,2022
81,"Tuesday, Jul 5",NYM,A,CIN,L-wo,0,1,,50-31,1,up 2.5,Strickland,Lugo,,3:01,N,13487,1.11,-1,,2022
82,"Wednesday, Jul 6",NYM,A,CIN,W,8,3,10,51-31,1,up 2.5,Ottavino,Moreta,,3:46,N,13540,1.06,1,,2022
83,"Thursday, Jul 7",NYM,H,MIA,W,10,0,,52-31,1,up 3.5,Williams,Castano,,2:51,N,30555,1.08,2,,2022
84,"Friday, Jul 8",NYM,H,MIA,L,2,5,,52-32,1,up 2.5,Lopez,Bassitt,Scott,3:37,N,25208,1.09,-1,,2022
85,"Saturday, Jul 9",NYM,H,MIA,W-wo,5,4,10,53-32,1,up 2.5,Holderman,Scott,,3:41,D,43336,1.13,1,,2022
86,"Sunday, Jul 10",NYM,H,MIA,L,0,2,10,53-33,1,up 1.5,Bleier,Hunter,Scott,2:57,D,34774,1.03,-1,,2022
87,"Monday, Jul 11",NYM,A,ATL,W,4,1,,54-33,1,up 2.5,Scherzer,Fried,Díaz,3:03,N,42925,1.52,1,,2022
88,"Tuesday, Jul 12",NYM,A,ATL,L,1,4,,54-34,1,up 1.5,Matzek,Peterson,Minter,3:04,N,42217,1.45,-1,,2022
89,"Wednesday, Jul 13",NYM,A,ATL,W,7,3,,55-34,1,up 2.5,Bassitt,Morton,,3:05,D,34879,1.58,1,,2022
90,"Thursday, Jul 14",NYM,A,CHC,W,8,0,,56-34,1,up 2.5,Carrasco,Thompson,Williams,3:01,N,34051,0.98,2,,2022
91,"Saturday, Jul 16 (1)",NYM,A,CHC,W,2,1,11,57-34,1,up 2.5,Ottavino,Givens,Díaz,3:46,D,39219,0.93,3,,2022
92,"Saturday, Jul 16 (2)",NYM,A,CHC,W,4,3,10,58-34,1,up 2.5,López,Givens,,3:33,N,34366,0.91,4,,2022
93,"Sunday, Jul 17",NYM,A,CHC,L,2,3,,58-35,1,up 2.5,Wick,Smith,Robertson,3:09,D,34424,0.91,-1,,2022
94,"Friday, Jul 22",NYM,H,SDP,L,1,4,,58-36,1,up 1.5,Darvish,Scherzer,Rogers,3:01,N,36855,0.99,-2,,2022
95,"Saturday, Jul 23",NYM,H,SDP,L,1,2,,58-37,1,up 0.5,Snell,Bassitt,Rogers,3:10,N,39359,1.03,-3,,2022
96,"Sunday, Jul 24",NYM,H,SDP,W,8,5,,59-37,1,up 1.5,Smith,Musgrove,Díaz,3:39,N,35475,1.09,1,,2022
97,"Tuesday, Jul 26",NYM,H,NYY,W,6,3,,60-37,1,up 2.0,Walker,Montgomery,Díaz,3:27,N,42364,0.98,2,,2022
98,"Wednesday, Jul 27",NYM,H,NYY,W-wo,3,2,,61-37,1,up 3.0,Lugo,Peralta,,3:09,N,43693,0.93,3,,2022
99,"Friday, Jul 29",NYM,A,MIA,W,6,4,,62-37,1,up 3.0,Ottavino,Okert,Díaz,3:16,N,15131,0.91,4,,2022
100,"Saturday, Jul 30",NYM,A,MIA,W,4,0,,63-37,1,up 3.0,Carrasco,Neidert,,2:35,N,16655,0.87,5,,2022
101,"Sunday, Jul 31",NYM,A,MIA,W,9,3,,64-37,1,up 3.0,Walker,Lopez,,3:23,D,17449,0.84,6,,2022
102,"Monday, Aug 1",NYM,A,WSN,W,7,3,,65-37,1,up 3.5,Scherzer,Corbin,,3:20,N,29034,0.83,7,,2022
103,"Tuesday, Aug 2",NYM,A,WSN,L,1,5,,65-38,1,up 2.5,Arano,Nogosek,,2:48,N,29878,0.78,-1,,2022
104,"Wednesday, Aug 3",NYM,A,WSN,W,9,5,,66-38,1,up 3.5,Bassitt,Sanchez,,3:18,D,27851,0.83,1,,2022
105,"Thursday, Aug 4",NYM,H,ATL,W,6,4,,67-38,1,up 4.5,Carrasco,Wright,Díaz,2:49,N,38693,1.25,2,,2022
106,"Friday, Aug 5",NYM,H,ATL,L,6,9,,67-39,1,up 3.5,Minter,Walker,,3:38,N,40305,1.14,-1,,2022
107,"Saturday, Aug 6 (1)",NYM,H,ATL,W,8,5,,68-39,1,up 5.5,Peterson,Odorizzi,Díaz,3:53,D,37790,1.29,1,,2022
108,"Saturday, Aug 6 (2)",NYM,H,ATL,W,6,2,,69-39,1,up 5.5,Scherzer,Fried,,3:02,N,37452,1.16,2,,2022
109,"Sunday, Aug 7",NYM,H,ATL,W,5,2,,70-39,1,up 6.5,deGrom,Strider,Díaz,2:58,D,37717,1,3,,2022
110,"Monday, Aug 8",NYM,H,CIN,W,5,1,,71-39,1,up 7.0,Bassitt,Dunn,,2:56,N,28448,0.61,4,,2022
111,"Tuesday, Aug 9",NYM,H,CIN,W,6,2,,72-39,1,up 7.0,Carrasco,Minor,,2:59,N,30816,0.52,5,,2022
112,"Wednesday, Aug 10",NYM,H,CIN,W,10,2,,73-39,1,up 7.0,Walker,Zeuch,,3:01,D,36883,0.51,6,,2022
113,"Friday, Aug 12",NYM,H,PHI,L,1,2,10,73-40,1,up 6.0,Dominguez,Givens,Robertson,2:54,N,38467,0.56,-1,,2022
114,"Saturday, Aug 13",NYM,H,PHI,W,1,0,,74-40,1,up 5.5,deGrom,Nola,Díaz,2:24,N,43857,0.67,1,,2022
115,"Sunday, Aug 14",NYM,H,PHI,W,6,0,,75-40,1,up 5.5,Bassitt,Wheeler,,3:22,D,40513,0.68,2,,2022
116,"Monday, Aug 15",NYM,A,ATL,L,1,13,,75-41,1,up 4.5,Strider,Carrasco,,3:18,N,38380,0.97,-1,,2022
117,"Tuesday, Aug 16",NYM,A,ATL,L,0,5,,75-42,1,up 3.5,Morton,Alvarez,,2:51,N,37449,1.19,-2,,2022
118,"Wednesday, Aug 17",NYM,A,ATL,W,9,7,,76-42,1,up 4.5,Scherzer,Odorizzi,,3:22,N,34308,1.37,1,,2022
119,"Thursday, Aug 18",NYM,A,ATL,L,2,3,,76-43,1,up 3.5,Fried,deGrom,Jansen,2:41,N,39378,1.16,-1,,2022
120,"Friday, Aug 19",NYM,A,PHI,W,7,2,,77-43,1,up 3.5,Bassitt,Nola,,3:28,N,43176,0.81,1,,2022
121,"Saturday, Aug 20 (1)",NYM,A,PHI,W,8,2,,78-43,1,up 3.0,Lugo,Wheeler,,3:42,D,36809,0.79,2,,2022
122,"Saturday, Aug 20 (2)",NYM,A,PHI,L,1,4,,78-44,1,up 3.0,Falter,Peterson,Robertson,3:23,N,39374,0.68,-1,,2022
123,"Sunday, Aug 21",NYM,A,PHI,W,10,9,,79-44,1,up 4.0,May,Robertson,Díaz,4:26,D,35801,0.82,1,,2022
124,"Monday, Aug 22",NYM,A,NYY,L,2,4,,79-45,1,up 3.0,German,Scherzer,Loaisiga,2:48,N,48760,0.67,-1,,2022
125,"Tuesday, Aug 23",NYM,A,NYY,L,2,4,,79-46,1,up 2.0,Schmidt,Rodriguez,Peralta,3:23,N,49217,0.83,-2,,2022
126,"Thursday, Aug 25",NYM,H,COL,W,3,1,,80-46,1,up 2.0,deGrom,Feltner,Ottavino,2:58,N,37377,1,1,,2022
127,"Friday, Aug 26",NYM,H,COL,W-wo,7,6,,81-46,1,up 2.0,Díaz,Bard,,3:09,N,32447,0.93,2,,2022
128,"Saturday, Aug 27",NYM,H,COL,W,3,0,,82-46,1,up 3.0,Peterson,Freeland,Ottavino,2:54,N,42617,0.92,3,,2022
129,"Sunday, Aug 28",NYM,H,COL,L,0,1,,82-47,1,up 3.0,Marquez,Scherzer,Bard,2:50,D,36396,0.8,-1,,2022
130,"Tuesday, Aug 30",NYM,H,LAD,L,3,4,,82-48,1,up 3.0,Hembree,Rodriguez,Reed,3:12,N,40607,0.92,-2,,2022
131,"Wednesday, Aug 31",NYM,H,LAD,W,2,1,,83-48,1,up 3.0,deGrom,Anderson,Díaz,2:19,N,41799,0.83,1,,2022
132,"Thursday, Sep 1",NYM,H,LAD,W,5,3,,84-48,1,up 3.0,Bassitt,Martin,Ottavino,3:14,D,36908,0.89,2,,2022
133,"Friday, Sep 2",NYM,H,WSN,W,7,3,,85-48,1,up 3.0,Givens,Gray,,3:09,N,33630,0.85,3,,2022
134,"Saturday, Sep 3",NYM,H,WSN,L,1,7,,85-49,1,up 2.0,Corbin,Ottavino,,2:52,N,33509,0.9,-1,,2022
135,"Sunday, Sep 4",NYM,H,WSN,L,1,7,,85-50,1,up 1.0,Fedde,Carrasco,,2:54,D,31711,1,-2,,2022
136,"Tuesday, Sep 6",NYM,A,PIT,L,2,8,,85-51,1,Tied,Keller,Walker,,3:10,N,8817,1.09,-3,,2022
137,"Wednesday, Sep 7 (1)",NYM,A,PIT,W,5,1,,86-51,1,up 0.5,Bassitt,Underwood,,2:36,D,8717,1.15,1,,2022
138,"Wednesday, Sep 7 (2)",NYM,A,PIT,W,10,0,,87-51,1,up 0.5,deGrom,Oviedo,,3:17,N,9824,1.19,2,,2022
139,"Friday, Sep 9",NYM,A,MIA,L,3,6,,87-52,2,0.5,Cabrera,Peterson,Floro,3:05,N,12692,1.15,-1,,2022
140,"Saturday, Sep 10",NYM,A,MIA,W,11,3,,88-52,1,up 0.5,Carrasco,Lopez,,3:13,N,17441,1.21,1,,2022
141,"Sunday, Sep 11",NYM,A,MIA,W,9,3,,89-52,1,up 1.5,Walker,Luzardo,,3:01,D,13234,1.2,2,,2022
142,"Monday, Sep 12",NYM,H,CHC,L,2,5,,89-53,1,up 1.5,Assad,Bassitt,Hughes,3:09,N,28081,1.14,-1,,2022
143,"Tuesday, Sep 13",NYM,H,CHC,L,1,4,,89-54,1,up 0.5,Sampson,deGrom,,2:55,N,26435,1.13,-2,,2022
144,"Wednesday, Sep 14",NYM,H,CHC,L,3,6,,89-55,1,up 0.5,Smyly,Peterson,Leiter,3:14,N,28522,1.3,-3,,2022
145,"Thursday, Sep 15",NYM,H,PIT,W,7,1,,90-55,1,up 1.0,Carrasco,Brubaker,,2:53,N,25683,1.35,1,,2022
146,"Friday, Sep 16",NYM,H,PIT,W,4,3,,91-55,1,up 1.0,Walker,Keller,Díaz,2:39,N,28928,1.26,2,,2022
147,"Saturday, Sep 17",NYM,H,PIT,W,5,1,,92-55,1,up 1.0,Bassitt,Wilson,,3:06,N,40111,1.34,3,,2022
148,"Sunday, Sep 18",NYM,H,PIT,W,7,3,,93-55,1,up 1.0,Rodriguez,Stephenson,,3:29,D,36291,1.31,4,,2022
149,"Monday, Sep 19",NYM,A,MIL,W,7,2,,94-55,1,up 1.0,Scherzer,Burnes,,2:49,N,25671,1.28,5,,2022
150,"Tuesday, Sep 20",NYM,A,MIL,W,7,5,,95-55,1,up 1.0,Rodriguez,Rogers,Díaz,3:19,N,26319,1.39,6,,2022
151,"Wednesday, Sep 21",NYM,A,MIL,L,0,6,,95-56,1,up 1.0,Gott,Walker,,2:47,D,25204,1.39,-1,,2022
152,"Friday, Sep 23",NYM,A,OAK,W,9,2,,96-56,1,up 2.5,Bassitt,Irvin,,2:31,N,18107,1.27,1,,2022
153,"Saturday, Sep 24",NYM,A,OAK,L,4,10,,96-57,1,up 1.5,Waldichuk,deGrom,,2:55,D,16041,0.94,-1,,2022
154,"Sunday, Sep 25",NYM,A,OAK,W,13,4,,97-57,1,up 1.5,Scherzer,Sears,,3:07,D,13942,1.37,1,,2022
155,"Tuesday, Sep 27",NYM,H,MIA,L,4,6,,97-58,1,Tied,Lopez,Carrasco,Floro,3:17,N,29067,1.6,-1,,2022
156,"Wednesday, Sep 28",NYM,H,MIA,W-wo,5,4,10,98-58,1,up 1.0,Smith,Floro,,3:26,N,28228,1.84,1,,2022
157,"Friday, Sep 30",NYM,A,ATL,L,2,5,,98-59,1,Tied,Fried,deGrom,Jansen,2:54,N,42402,3.51,-1,,2022
158,"Saturday, Oct 1",NYM,A,ATL,L,2,4,,98-60,2,1.0,Wright,Scherzer,Jansen,2:54,N,42561,4.63,-2,,2022
159,"Sunday, Oct 2",NYM,A,ATL,L,3,5,,98-61,2,2.0,Lee,Bassitt,Jansen,3:21,N,42713,4.81,-3,,2022
1,"Thursday, Apr 7",CHC,H,MIL,W,5,4,,1-0,1,Tied,Givens,Ashby,Robertson,3:18,D,35112,1.01,1,,2022
2,"Saturday, Apr 9",CHC,H,MIL,W,9,0,,2-0,1,Tied,Steele,Woodruff,,3:28,D,30369,1.03,2,,2022
3,"Sunday, Apr 10",CHC,H,MIL,L,4,5,,2-1,1,Tied,Cousins,Norris,Hader,3:03,D,32858,1.08,-1,,2022
4,"Tuesday, Apr 12",CHC,A,PIT,W,2,1,,3-1,1,Tied,Smyly,Quintana,Robertson,2:51,D,34458,1.05,1,,2022
5,"Wednesday, Apr 13",CHC,A,PIT,L,2,6,,3-2,2,0.5,Peters,Hendricks,Crowe,2:49,D,9122,1.1,-1,,2022
6,"Thursday, Apr 14",CHC,A,COL,W,5,2,,4-2,1,up 0.5,Thompson,Freeland,Givens,3:02,N,24444,1.01,1,,2022
7,"Friday, Apr 15",CHC,A,COL,L,5,6,,4-3,2,0.5,Blach,Stroman,Bard,3:26,N,35450,1.09,-1,,2022
8,"Saturday, Apr 16",CHC,A,COL,L,6,9,,4-4,2,1.5,Senzatela,Leiter,Bard,2:58,N,37476,1.03,-2,,2022
9,"Sunday, Apr 17",CHC,A,COL,W,6,4,,5-4,2,0.5,Wick,Gomber,Robertson,3:19,D,36391,1,1,,2022
10,"Monday, Apr 18",CHC,H,TBR,W,4,2,,6-4,1,Tied,Thompson,Adam,Robertson,2:43,N,26615,0.94,2,,2022
11,"Tuesday, Apr 19",CHC,H,TBR,L,5,6,,6-5,3,1.0,Fleming,Steele,Kittredge,3:09,N,26568,1,-1,,2022
12,"Wednesday, Apr 20",CHC,H,TBR,L,2,8,6,6-6,3,2.0,Beeks,Stroman,,2:07,N,26167,0.98,-2,,2022
13,"Thursday, Apr 21",CHC,H,PIT,L,3,4,,6-7,3,2.0,Crowe,Roberts,Stratton,3:35,N,32341,0.97,-3,,2022
14,"Friday, Apr 22",CHC,H,PIT,L,2,4,,6-8,4,3.0,De Jong,Smyly,Stratton,3:08,N,25005,0.92,-4,,2022
15,"Saturday, Apr 23",CHC,H,PIT,W,21,0,,7-8,3,3.0,Hendricks,Thompson,,2:47,D,39917,0.89,1,,2022
16,"Sunday, Apr 24",CHC,H,PIT,L,3,4,,7-9,4,3.0,Peters,Steele,Bednar,3:37,D,28387,0.92,-1,,2022
17,"Tuesday, Apr 26",CHC,A,ATL,L,1,3,,7-10,4,3.5,Fried,Stroman,Jansen,2:31,N,31990,0.85,-2,,2022
18,"Wednesday, Apr 27",CHC,A,ATL,W,6,3,10,8-10,3,3.5,Robertson,Matzek,Wick,4:04,N,30362,0.79,1,,2022
19,"Thursday, Apr 28",CHC,A,ATL,L,1,5,,8-11,3,4.5,Wright,Smyly,,2:49,N,34183,0.8,-1,,2022
20,"Friday, Apr 29",CHC,A,MIL,L,1,11,,8-12,3,5.5,Houser,Hendricks,,3:15,N,29062,0.85,-2,,2022
21,"Saturday, Apr 30",CHC,A,MIL,L,1,9,,8-13,4,6.5,Lauer,Steele,,3:03,N,37263,0.83,-3,,2022
22,"Sunday, May 1",CHC,A,MIL,W,2,0,,9-13,3,5.5,Stroman,Burnes,Robertson,2:43,D,35137,0.75,1,,2022
23,"Tuesday, May 3",CHC,H,CHW,L,1,3,,9-14,4,6.5,Lopez,Effross,Hendriks,3:01,N,34206,0.72,-1,,2022
24,"Wednesday, May 4",CHC,H,CHW,L,3,4,,9-15,4,7.5,Giolito,Hendricks,Hendriks,3:05,N,36755,0.67,-2,,2022
25,"Saturday, May 7 (1)",CHC,H,LAD,L,0,7,,9-16,4,9.0,Kershaw,Smyly,,2:43,D,37594,0.59,-3,,2022
