Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
156,"Thursday, Sep 29",SDP,H,LAD,L,2,5,,86-70,2,22.0,Heaney,Johnson,Price,3:17,N,35636,0.24,-2,,2022
157,"Friday, Sep 30",SDP,H,CHW,L,1,3,,86-71,2,23.0,Martin,Darvish,Hendriks,3:23,N,37490,0.19,-3,,2022
158,"Saturday, Oct 1",SDP,H,CHW,W,5,2,,87-71,2,23.0,Clevinger,Cease,Hader,3:07,N,38114,0.56,1,,2022
159,"Sunday, Oct 2",SDP,H,CHW,L,1,2,,87-72,2,23.0,Lynn,Snell,Hendriks,3:06,D,41407,0.15,-1,,2022
160,"Monday, Oct 3",SDP,H,SFG,W,7,4,,88-72,2,22.0,Morejón,Miller,Hader,3:12,N,31687,0.14,1,,2022
1,"Friday, Apr 8",SFG,H,MIA,W-wo,6,5,10,1-0,1,Tied,Alvarez,Bass,,3:26,D,40853,0.95,1,,2022
2,"Saturday, Apr 9",SFG,H,MIA,L,1,2,,1-1,2,0.5,Okert,McGee,Bender,2:57,D,38885,0.98,-1,,2022
3,"Sunday, Apr 10",SFG,H,MIA,W,3,2,,2-1,2,0.5,Garcia,Rogers,Leone,2:43,D,37332,0.94,1,,2022
4,"Monday, Apr 11",SFG,H,SDP,L,2,4,,2-2,3,1.5,Wilson,Rogers,Rogers,3:30,N,23279,1.06,-1,,2022
5,"Tuesday, Apr 12",SFG,H,SDP,W,13,2,,3-2,3,1.0,Cobb,Darvish,,3:13,N,25560,1.01,1,,2022
6,"Wednesday, Apr 13",SFG,H,SDP,W,2,1,,4-2,2,0.5,Webb,Manaea,Doval,2:11,D,27197,1.04,2,,2022
7,"Friday, Apr 15",SFG,A,CLE,W,4,1,,5-2,1,Tied,Rodon,Plesac,Doval,2:56,N,33469,0.99,3,,2022
8,"Saturday, Apr 16",SFG,A,CLE,W,4,2,,6-2,1,Tied,Leone,Sandlin,McGee,3:19,N,13187,1.02,4,,2022
9,"Sunday, Apr 17",SFG,A,CLE,W,8,1,,7-2,1,Tied,Wood,Civale,,2:57,D,9620,1.05,5,,2022
10,"Tuesday, Apr 19 (1)",SFG,A,NYM,L-wo,4,5,10,7-3,3,1.0,Ottavino,Garcia,,3:33,D,NA,1.12,-1,,2022
11,"Tuesday, Apr 19 (2)",SFG,A,NYM,L,1,3,,7-4,3,1.0,Scherzer,Webb,May,2:41,D,27490,1.1,-2,,2022
12,"Wednesday, Apr 20",SFG,A,NYM,W,5,2,,8-4,2,1.0,Rodon,Bassitt,McGee,3:20,N,30050,1.07,1,,2022
13,"Thursday, Apr 21",SFG,A,NYM,L,2,6,,8-5,4,1.5,Carrasco,DeSclafani,,2:35,D,28760,1.07,-1,,2022
14,"Friday, Apr 22",SFG,A,WSN,W,7,1,,9-5,2,1.5,Junis,Corbin,,2:53,N,23751,1.06,1,,2022
15,"Saturday, Apr 23",SFG,A,WSN,W,5,2,,10-5,2,0.5,Wood,Sanchez,Doval,2:48,D,27799,1.08,2,,2022
16,"Sunday, Apr 24",SFG,A,WSN,W,12,3,,11-5,2,0.5,Webb,Adon,,3:19,D,26003,1.14,3,,2022
17,"Monday, Apr 25",SFG,A,MIL,W,4,2,,12-5,2,0.5,McGee,Cousins,Doval,3:01,N,21186,1.18,4,,2022
18,"Tuesday, Apr 26",SFG,H,OAK,W,8,2,,13-5,1,up 0.5,Rodon,Jefferies,,3:01,N,32898,1.08,5,,2022
19,"Wednesday, Apr 27",SFG,H,OAK,L,0,1,,13-6,1,up 0.5,Blackburn,Long,Jimenez,3:00,N,32014,1.1,-1,,2022
20,"Friday, Apr 29",SFG,H,WSN,L,4,14,,13-7,3,0.5,Sanchez,Wood,,3:46,N,38256,1.15,-2,,2022
21,"Saturday, Apr 30",SFG,H,WSN,W,9,3,,14-7,1,up 0.5,Webb,Adon,,3:20,D,33241,1.11,1,,2022
22,"Sunday, May 1",SFG,H,WSN,L,5,11,,14-8,3,0.5,Gray,Cobb,,3:37,D,38451,1.15,-1,,2022
23,"Tuesday, May 3",SFG,A,LAD,L,1,3,,14-9,3,1.5,Urias,Rodon,Kimbrel,3:05,N,43370,1.23,-2,,2022
24,"Wednesday, May 4",SFG,A,LAD,L,1,9,,14-10,3,2.5,Gonsolin,Wood,,3:00,N,52203,1.18,-3,,2022
25,"Thursday, May 5",SFG,H,STL,L,1,7,,14-11,4,3.0,Mikolas,Littell,,3:01,N,22562,1.07,-4,,2022
26,"Friday, May 6",SFG,H,STL,L,2,3,,14-12,4,3.5,Helsley,Doval,Gallegos,2:52,N,28898,1.07,-5,,2022
27,"Saturday, May 7",SFG,H,STL,W,13,7,,15-12,4,4.0,Webb,Matz,,3:22,D,40113,1,1,,2022
28,"Sunday, May 8",SFG,H,STL,W,4,3,,16-12,3,4.0,Leone,Cabrera,Doval,3:08,D,38193,1.01,2,,2022
29,"Monday, May 9",SFG,H,COL,W,8,5,,17-12,3,3.0,Rodon,Gomber,,3:15,N,20039,1.09,3,,2022
30,"Tuesday, May 10",SFG,H,COL,W,9,2,,18-12,3,3.0,Wood,Senzatela,,3:10,N,21472,1.14,4,,2022
31,"Wednesday, May 11",SFG,H,COL,W,7,1,,19-12,3,2.0,Cobb,Kuhl,,3:14,D,23341,1.14,5,,2022
32,"Friday, May 13",SFG,A,STL,W,8,2,,20-12,3,0.5,Webb,Hicks,,3:06,N,39612,1.19,6,,2022
33,"Saturday, May 14",SFG,A,STL,L,0,4,,20-13,3,0.5,Hudson,Junis,,3:05,D,44537,1.17,-1,,2022
34,"Sunday, May 15",SFG,A,STL,L,6,15,,20-14,3,1.5,Wainwright,Rodon,,3:05,N,39703,1.19,-2,,2022
35,"Monday, May 16",SFG,A,COL,W,7,6,,21-14,3,1.5,Brebbia,Bard,Doval,3:23,N,23180,1.2,1,,2022
36,"Tuesday, May 17",SFG,A,COL,W,10,7,,22-14,3,2.0,Cobb,Kuhl,Doval,3:40,N,25735,1.19,2,,2022
37,"Wednesday, May 18",SFG,A,COL,L,3,5,,22-15,3,3.0,Kinley,Alvarez,Bard,2:42,D,26713,1.25,-1,,2022
38,"Friday, May 20",SFG,H,SDP,L,7,8,10,22-16,3,4.0,Garcia,Doval,Suarez,3:23,N,31359,1.24,-2,,2022
39,"Saturday, May 21",SFG,H,SDP,L,1,2,,22-17,3,5.0,Musgrove,Rodon,Rogers,3:05,D,38916,1.17,-3,,2022
40,"Sunday, May 22",SFG,H,SDP,L,1,10,,22-18,3,5.0,Gore,Wood,,2:57,D,35363,1.17,-4,,2022
41,"Monday, May 23",SFG,H,NYM,L,3,13,,22-19,3,6.0,Peterson,Cobb,,2:51,N,25690,1,-5,,2022
42,"Tuesday, May 24",SFG,H,NYM,W-wo,13,12,,23-19,3,6.0,Brebbia,Díaz,,3:50,N,27683,0.95,1,,2022
43,"Wednesday, May 25",SFG,H,NYM,W,9,3,,24-19,3,5.0,Junis,Szapucki,,2:44,D,27432,0.99,2,,2022
44,"Friday, May 27",SFG,A,CIN,L,1,5,,24-20,3,6.5,Ashcraft,Rodon,Warren,3:16,N,19000,0.96,-1,,2022
45,"Saturday, May 28",SFG,A,CIN,L,2,3,,24-21,3,7.5,Gutiérrez,Wood,Santillan,3:00,D,26655,0.94,-2,,2022
46,"Sunday, May 29",SFG,A,CIN,W,6,4,,25-21,3,7.5,Brebbia,Warren,,3:10,D,20439,0.92,1,,2022
47,"Monday, May 30",SFG,A,PHI,W,5,4,10,26-21,3,6.5,Leone,Bellatti,Doval,3:13,D,26650,0.97,2,,2022
48,"Tuesday, May 31",SFG,A,PHI,W,7,4,11,27-21,3,5.5,Alvarez,Bellatti,,4:52,N,20927,1.04,3,,2022
49,"Wednesday, Jun 1",SFG,A,PHI,L,5,6,,27-22,3,5.5,Nola,Garcia,Knebel,3:02,N,22213,1.04,-1,,2022
50,"Thursday, Jun 2",SFG,A,MIA,L,0,3,,27-23,3,6.5,Alcantara,Wood,Scott,2:34,N,8202,1.02,-2,,2022
51,"Friday, Jun 3",SFG,A,MIA,W,15,6,,28-23,3,6.5,Littell,Bleier,,3:10,N,6512,1.05,1,,2022
52,"Saturday, Jun 4",SFG,A,MIA,L-wo,4,5,,28-24,3,6.5,Scott,Rogers,,2:54,D,7515,1.04,-1,,2022
53,"Sunday, Jun 5",SFG,A,MIA,W,5,1,,29-24,3,5.5,Junis,Garrett,,3:10,D,9641,1.02,1,,2022
54,"Tuesday, Jun 7",SFG,H,COL,L,3,5,,29-25,3,5.5,Marquez,Littell,Bard,3:13,N,24785,1.08,-1,,2022
55,"Wednesday, Jun 8",SFG,H,COL,W-wo,2,1,10,30-25,3,5.5,Doval,Estevez,,2:49,N,21535,1.03,1,,2022
56,"Thursday, Jun 9",SFG,H,COL,L,2,4,,30-26,3,6.5,Gomber,Webb,Colome,2:56,D,23780,1.05,-1,,2022
57,"Friday, Jun 10",SFG,H,LAD,W,7,2,,31-26,3,5.5,Junis,Buehler,,2:45,N,39701,1.13,1,,2022
58,"Saturday, Jun 11",SFG,H,LAD,W,3,2,,32-26,3,4.5,Doval,Kershaw,Alvarez,3:32,D,41236,1.16,2,,2022
59,"Sunday, Jun 12",SFG,H,LAD,W,2,0,,33-26,3,3.5,Rodon,Urias,McGee,2:56,D,41197,1.25,3,,2022
60,"Monday, Jun 13",SFG,H,KCR,W,6,2,,34-26,3,3.0,Wood,Garrett,,2:48,N,22185,1.09,4,,2022
61,"Tuesday, Jun 14",SFG,H,KCR,W,4,2,,35-26,3,3.0,Webb,Bubic,Doval,3:00,N,24386,1.11,5,,2022
62,"Wednesday, Jun 15",SFG,H,KCR,L,2,3,,35-27,3,4.0,Cuas,Brebbia,Barlow,2:52,D,25527,1.11,-1,,2022
63,"Friday, Jun 17",SFG,A,PIT,W,2,0,,36-27,3,3.5,Rodon,Thompson,Doval,2:46,N,19075,1.1,1,,2022
64,"Saturday, Jun 18",SFG,A,PIT,W,7,5,,37-27,3,3.0,Wood,Crowe,Doval,3:53,D,26041,1.17,2,,2022
65,"Sunday, Jun 19",SFG,A,PIT,L-wo,3,4,,37-28,3,3.0,Bednar,Rogers,,2:38,D,23905,1.13,-1,,2022
66,"Monday, Jun 20",SFG,A,ATL,L-wo,1,2,,37-29,3,3.5,Jansen,Doval,,2:54,N,40589,1.26,-2,,2022
67,"Tuesday, Jun 21",SFG,A,ATL,W,12,10,,38-29,3,3.5,Rogers,O'Day,,3:28,N,35384,1.21,1,,2022
68,"Wednesday, Jun 22",SFG,A,ATL,L-wo,3,4,,38-30,3,4.5,Minter,McGee,,2:52,N,38478,1.23,-1,,2022
69,"Thursday, Jun 23",SFG,A,ATL,L,6,7,,38-31,3,5.5,Wright,Wood,Jansen,3:08,D,36870,1.15,-2,,2022
70,"Friday, Jun 24",SFG,H,CIN,L,2,4,,38-32,3,6.5,Ashcraft,Cobb,Strickland,2:51,N,29178,1.02,-3,,2022
71,"Saturday, Jun 25",SFG,H,CIN,W,9,2,,39-32,3,5.5,Webb,Minor,,2:43,D,40115,1,1,,2022
72,"Sunday, Jun 26",SFG,H,CIN,L,3,10,,39-33,3,6.5,Mahle,DeSclafani,,2:58,D,32285,1.03,-1,,2022
73,"Tuesday, Jun 28",SFG,H,DET,W,4,3,,40-33,3,5.0,Rodon,Skubal,Doval,3:16,N,28004,1.05,1,,2022
74,"Wednesday, Jun 29",SFG,H,DET,L,2,3,,40-34,3,6.0,Garcia,Wood,Soto,2:49,D,26576,1.08,-1,,2022
75,"Friday, Jul 1",SFG,H,CHW,L,0,1,,40-35,3,7.5,Banks,Doval,Graveman,2:59,N,35266,1.03,-2,,2022
76,"Saturday, Jul 2",SFG,H,CHW,L,3,5,,40-36,3,8.5,Cease,Webb,Graveman,3:18,D,30804,0.98,-3,,2022
77,"Sunday, Jul 3",SFG,H,CHW,L,4,13,,40-37,3,8.5,Giolito,Hjelle,,3:22,D,30155,0.89,-4,,2022
78,"Monday, Jul 4",SFG,A,ARI,L,3,8,,40-38,3,9.5,Bumgarner,Rodon,,3:13,D,27752,0.89,-5,,2022
79,"Tuesday, Jul 5",SFG,A,ARI,L,2,6,,40-39,3,10.5,Smith,Leone,,3:07,N,14467,0.87,-6,,2022
80,"Wednesday, Jul 6",SFG,A,ARI,W,7,5,,41-39,3,10.5,Brebbia,Mantiply,Long,3:23,N,13445,0.81,1,,2022
81,"Thursday, Jul 7",SFG,A,SDP,L-wo,1,2,10,41-40,3,11.5,Crismatt,Garcia,,3:22,N,42656,0.98,-1,,2022
82,"Friday, Jul 8",SFG,A,SDP,L,3,6,,41-41,3,12.5,Snell,Long,Martinez,3:16,N,42861,0.86,-2,,2022
83,"Saturday, Jul 9",SFG,A,SDP,W,3,1,,42-41,3,12.5,Rodon,Garcia,,2:51,D,41714,0.78,1,,2022
84,"Sunday, Jul 10",SFG,A,SDP,W,12,0,,43-41,3,12.5,Wood,Gore,,3:06,D,38712,0.87,2,,2022
85,"Monday, Jul 11",SFG,H,ARI,L,3,4,,43-42,3,13.0,Kelly,Cobb,Melancon,3:46,N,25325,0.81,-1,,2022
86,"Tuesday, Jul 12",SFG,H,ARI,W,13,0,,44-42,3,12.0,Webb,Keuchel,,2:45,N,23353,0.75,1,,2022
87,"Wednesday, Jul 13",SFG,H,ARI,W-wo,4,3,,45-42,3,12.0,Doval,Melancon,,3:05,D,27055,0.83,2,,2022
88,"Thursday, Jul 14",SFG,H,MIL,L,2,3,10,45-43,3,13.0,Gott,Doval,Williams,3:52,N,26994,0.94,-1,,2022
89,"Friday, Jul 15",SFG,H,MIL,W-wo,8,5,,46-43,3,13.0,Long,Hader,,3:34,N,28244,0.86,1,,2022
90,"Saturday, Jul 16",SFG,H,MIL,W,2,1,,47-43,3,13.0,Brebbia,Suter,Leone,2:49,D,41279,0.87,2,,2022
91,"Sunday, Jul 17",SFG,H,MIL,W,9,5,,48-43,3,12.5,Webb,Ashby,,2:49,D,30584,0.91,3,,2022
92,"Thursday, Jul 21",SFG,A,LAD,L,6,9,,48-44,3,13.5,Phillips,Leone,Kimbrel,3:29,N,53165,0.92,-1,,2022
93,"Friday, Jul 22",SFG,A,LAD,L,1,5,,48-45,3,14.5,Vesia,Long,,3:04,N,51316,0.82,-2,,2022
94,"Saturday, Jul 23",SFG,A,LAD,L,2,4,,48-46,3,15.5,Urias,Wood,Price,3:21,D,47749,0.8,-3,,2022
95,"Sunday, Jul 24",SFG,A,LAD,L,4,7,,48-47,3,16.5,Phillips,Leone,Kimbrel,3:25,D,47505,0.76,-4,,2022
96,"Monday, Jul 25",SFG,A,ARI,L,0,7,,48-48,3,16.5,Kelly,Junis,,2:43,N,16100,0.75,-5,,2022
97,"Tuesday, Jul 26",SFG,A,ARI,L,3,7,,48-49,3,16.5,Kennedy,Rodon,,3:10,N,16989,0.72,-6,,2022
98,"Wednesday, Jul 27",SFG,A,ARI,L,3,5,,48-50,3,17.5,Ramirez,Webb,Melancon,3:03,D,17043,0.64,-7,,2022
99,"Thursday, Jul 28",SFG,H,CHC,W,4,2,,49-50,3,17.5,Wood,Steele,Doval,3:00,N,32259,0.57,1,,2022
100,"Friday, Jul 29",SFG,H,CHC,L,2,4,,49-51,3,18.5,Stroman,Cobb,,3:17,N,30376,0.62,-1,,2022
101,"Saturday, Jul 30",SFG,H,CHC,W,5,4,,50-51,3,17.5,Rogers,Smyly,Leone,3:06,N,40971,0.49,1,,2022
102,"Sunday, Jul 31",SFG,H,CHC,W,4,0,,51-51,3,17.5,Rodon,Sampson,,2:58,D,33622,0.54,2,,2022
103,"Monday, Aug 1",SFG,H,LAD,L,2,8,,51-52,3,18.5,Ferguson,Webb,,2:50,N,34865,0.57,-1,,2022
104,"Tuesday, Aug 2",SFG,H,LAD,L,5,9,,51-53,3,19.5,Anderson,Wood,,3:03,N,32798,0.49,-2,,2022
105,"Wednesday, Aug 3",SFG,H,LAD,L,0,3,,51-54,3,20.5,Urias,Cobb,Kimbrel,3:06,N,35400,0.42,-3,,2022
106,"Thursday, Aug 4",SFG,H,LAD,L,3,5,,51-55,3,21.5,Martin,Junis,Kimbrel,3:08,D,34640,0.35,-4,,2022
107,"Saturday, Aug 6",SFG,A,OAK,W,7,3,,52-55,3,22.0,Rodon,Oller,,3:21,D,40065,0.28,1,,2022
108,"Sunday, Aug 7",SFG,A,OAK,W,6,4,,53-55,3,22.0,Webb,Martinez,Doval,3:18,D,31605,0.35,2,,2022
109,"Monday, Aug 8",SFG,A,SDP,W,1,0,,54-55,3,21.5,Wood,Snell,Doval,3:15,N,40686,0.48,3,,2022
110,"Tuesday, Aug 9",SFG,A,SDP,L-wo,4,7,,54-56,3,22.5,Hill,Rogers,,3:32,N,38626,0.58,-1,,2022
111,"Wednesday, Aug 10",SFG,A,SDP,L,7,13,,54-57,3,23.5,Suarez,Marte,,3:32,D,32834,0.47,-2,,2022
112,"Friday, Aug 12",SFG,H,PIT,W,5,3,,55-57,3,23.5,Rodon,Wilson,Doval,3:15,N,33328,0.25,1,,2022
113,"Saturday, Aug 13",SFG,H,PIT,W,2,0,,56-57,3,23.5,Webb,Beede,Doval,2:45,N,38049,0.3,2,,2022
114,"Sunday, Aug 14",SFG,H,PIT,W-wo,8,7,,57-57,3,22.5,Doval,Crowe,,3:26,D,36471,0.32,3,,2022
115,"Monday, Aug 15",SFG,H,ARI,W,6,1,,58-57,3,22.5,Cobb,Bumgarner,,3:00,N,20694,0.4,4,,2022
116,"Tuesday, Aug 16",SFG,H,ARI,W-wo,2,1,,59-57,3,21.5,Brebbia,Kennedy,,2:46,N,20897,0.43,5,,2022
117,"Wednesday, Aug 17",SFG,H,ARI,L,2,3,,59-58,3,22.5,Ramirez,Leone,Melancon,3:07,N,22649,0.48,-1,,2022
118,"Thursday, Aug 18",SFG,H,ARI,L,0,5,,59-59,3,22.5,Gallen,Webb,,2:55,D,26197,0.42,-2,,2022
119,"Friday, Aug 19",SFG,A,COL,L,4,7,,59-60,3,23.5,Urena,Wood,Bard,2:56,N,31604,0.34,-3,,2022
120,"Saturday, Aug 20",SFG,A,COL,L-wo,3,4,10,59-61,3,24.5,Gilbreath,Doval,,3:07,N,35278,0.33,-4,,2022
121,"Sunday, Aug 21",SFG,A,COL,W,9,8,11,60-61,3,24.5,Leone,Bird,Littell,3:47,D,30682,0.27,1,,2022
122,"Tuesday, Aug 23",SFG,A,DET,W,3,1,,61-61,3,24.0,Rodon,Hutchison,Doval,2:52,N,21123,0.28,2,,2022
123,"Wednesday, Aug 24",SFG,A,DET,L,1,6,,61-62,3,25.0,Manning,Webb,,2:53,D,17400,0.34,-1,,2022
124,"Friday, Aug 26",SFG,A,MIN,L,0,9,,61-63,3,26.0,Ryan,Wood,,2:55,N,25246,0.29,-2,,2022
125,"Saturday, Aug 27",SFG,A,MIN,L-wo,2,3,10,61-64,3,26.0,Duran,Leone,,3:57,N,27570,0.21,-3,,2022
126,"Sunday, Aug 28",SFG,A,MIN,L,3,8,,61-65,3,27.0,Smeltzer,Junis,,3:27,D,25285,0.14,-4,,2022
127,"Monday, Aug 29",SFG,H,SDP,L,5,6,,61-66,3,28.0,Clevinger,Rodon,Martinez,3:44,N,24815,0.16,-5,,2022
128,"Tuesday, Aug 30",SFG,H,SDP,L,3,4,,61-67,3,29.0,Snell,Webb,Martinez,3:35,N,28267,0.1,-6,,2022
129,"Wednesday, Aug 31",SFG,H,SDP,L,4,5,,61-68,3,29.0,Musgrove,Wood,Hader,3:13,D,25298,0.06,-7,,2022
130,"Friday, Sep 2",SFG,H,PHI,W,13,1,,62-68,4,27.5,Cobb,Gibson,,3:05,N,32840,0.03,1,,2022
131,"Saturday, Sep 3",SFG,H,PHI,W,5,4,,63-68,3,27.5,Littell,Hand,Doval,3:33,D,40010,0.05,2,,2022
132,"Sunday, Sep 4",SFG,H,PHI,W-wo,5,3,,64-68,3,27.5,Doval,Robertson,,3:10,D,41189,0.05,3,,2022
133,"Monday, Sep 5",SFG,A,LAD,W,7,4,,65-68,3,26.5,Webb,Heaney,Doval,3:01,N,51887,0.07,4,,2022
134,"Tuesday, Sep 6",SFG,A,LAD,L,3,6,,65-69,3,27.5,Anderson,Garcia,Kimbrel,2:43,N,39752,0.1,-1,,2022
135,"Wednesday, Sep 7",SFG,A,LAD,L,3,7,,65-70,3,28.5,Phillips,Littell,,3:13,D,39237,0.07,-2,,2022
136,"Thursday, Sep 8 (1)",SFG,A,MIL,L,1,2,,65-71,4,29.5,Burnes,Junis,Williams,2:20,D,NA,0.04,-3,,2022
137,"Thursday, Sep 8 (2)",SFG,A,MIL,L,2,4,,65-72,4,29.5,Strzelecki,Young,Rogers,3:08,D,23019,0.02,-4,,2022
138,"Friday, Sep 9",SFG,A,CHC,L,2,4,,65-73,4,29.5,Smyly,Rodon,Hughes,2:52,D,31309,0.01,-5,,2022
139,"Saturday, Sep 10",SFG,A,CHC,W,5,2,,66-73,3,29.5,Webb,Stroman,Doval,2:43,D,40086,0.01,1,,2022
140,"Sunday, Sep 11",SFG,A,CHC,W,4,2,,67-73,3,29.5,Littell,Wesneski,Doval,3:21,N,30004,0,2,,2022
141,"Monday, Sep 12",SFG,H,ATL,W,3,2,,68-73,3,29.5,Cobb,Strider,Alexander,2:47,N,23790,0.01,3,,2022
142,"Tuesday, Sep 13",SFG,H,ATL,L,1,5,,68-74,3,30.5,Wright,Junis,,3:01,N,24872,0.01,-1,,2022
143,"Wednesday, Sep 14",SFG,H,ATL,W,4,1,,69-74,3,29.5,Rodon,Morton,Doval,2:45,D,25093,0,1,,2022
144,"Friday, Sep 16",SFG,H,LAD,L,0,5,,69-75,3,30.5,May,Webb,,2:59,N,37487,0.01,-1,,2022
145,"Saturday, Sep 17",SFG,H,LAD,L,2,7,,69-76,3,31.5,Urias,Hjelle,,3:12,N,40171,0,-2,,2022
146,"Sunday, Sep 18",SFG,H,LAD,L,3,4,10,69-77,3,32.5,Kimbrel,Brebbia,Bruihl,4:11,D,32137,0,-3,,2022
147,"Monday, Sep 19",SFG,A,COL,W,10,7,10,70-77,3,32.5,Doval,Hollowell,Alexander,3:45,N,23055,0,1,,2022
148,"Tuesday, Sep 20",SFG,A,COL,W,6,3,,71-77,3,32.0,Rogers,Freeland,Garcia,3:07,N,23942,0,2,,2022
149,"Wednesday, Sep 21",SFG,A,COL,W,6,1,,72-77,3,31.0,Webb,Marquez,,2:39,N,23293,0,3,,2022
150,"Thursday, Sep 22",SFG,A,COL,W,3,0,,73-77,3,31.0,Cotton,Urena,Doval,3:02,D,25669,0,4,,2022
151,"Friday, Sep 23",SFG,A,ARI,W,6,5,,74-77,3,30.0,Young,Smith,Doval,3:37,N,25949,0,5,,2022
152,"Saturday, Sep 24",SFG,A,ARI,L,2,5,,74-78,3,31.0,Kelly,Cobb,Moronta,2:37,N,24504,0,-1,,2022
153,"Sunday, Sep 25",SFG,A,ARI,W,3,2,,75-78,3,31.0,Junis,Frias,Doval,3:19,D,25389,0,1,,2022
154,"Tuesday, Sep 27",SFG,H,COL,W,5,2,,76-78,3,30.0,Webb,Marquez,,2:33,N,24218,0,2,,2022
155,"Wednesday, Sep 28",SFG,H,COL,W,6,3,,77-78,3,30.0,Hjelle,Urena,,3:19,N,22663,0,3,,2022
156,"Thursday, Sep 29",SFG,H,COL,W,6,4,,78-78,3,30.0,Rodon,Feltner,Doval,2:57,N,24112,0,4,,2022
157,"Friday, Sep 30",SFG,H,ARI,W,10,4,,79-78,3,30.0,Cobb,Kelly,,2:59,N,28478,0,5,,2022
158,"Saturday, Oct 1",SFG,H,ARI,L,4,8,,79-79,3,31.0,Jameson,Junis,,3:10,D,30630,0,-1,,2022
159,"Sunday, Oct 2",SFG,H,ARI,W-wo,4,3,10,80-79,3,30.0,Cotton,Widener,,3:36,D,34824,0,1,,2022
160,"Monday, Oct 3",SFG,A,SDP,L,4,7,,80-80,3,30.0,Morejón,Miller,Hader,3:12,N,31687,0,-1,,2022
1,"Friday, Apr 8",BOS,A,NYY,L-wo,5,6,11,0-1,4,1.0,King,Crawford,,3:56,D,46097,0.98,-1,,2022
2,"Saturday, Apr 9",BOS,A,NYY,L,2,4,,0-2,4,2.0,Luetge,Pivetta,Chapman,2:58,D,46882,0.95,-2,,2022
3,"Sunday, Apr 10",BOS,A,NYY,W,4,3,,1-2,4,2.0,Crawford,Schmidt,Diekman,3:40,N,40108,0.9,1,,2022
4,"Monday, Apr 11",BOS,A,DET,L,1,3,,1-3,4,2.0,Fulmer,Davis,Soto,2:50,N,11840,0.92,-1,,2022
5,"Tuesday, Apr 12",BOS,A,DET,W,5,3,,2-3,4,2.0,Whitlock,Lange,,2:49,D,15781,0.9,1,,2022
6,"Wednesday, Apr 13",BOS,A,DET,W,9,7,,3-3,3,1.0,Eovaldi,Rodriguez,Robles,3:51,D,10522,0.93,2,,2022
7,"Friday, Apr 15",BOS,H,MIN,L,4,8,,3-4,4,1.5,Ryan,Pivetta,,3:33,D,36266,1.01,-1,,2022
8,"Saturday, Apr 16",BOS,H,MIN,W,4,0,,4-4,3,0.5,Houck,Gray,,2:45,D,34990,0.95,1,,2022
9,"Sunday, Apr 17",BOS,H,MIN,W,8,1,,5-4,2,0.5,Strahm,Ober,,2:51,D,28858,0.99,2,,2022
10,"Monday, Apr 18",BOS,H,MIN,L,3,8,,5-5,2,1.0,Bundy,Hill,,3:28,D,32514,1.06,-1,,2022
11,"Tuesday, Apr 19",BOS,H,TOR,W,2,1,,6-5,1,Tied,Robles,Garcia,Whitlock,3:10,N,31640,1.08,1,,2022
12,"Wednesday, Apr 20",BOS,H,TOR,L,1,6,,6-6,4,1.0,Berrios,Pivetta,,3:07,N,33354,1.1,-1,,2022
13,"Thursday, Apr 21",BOS,H,TOR,L,2,3,,6-7,4,2.0,Gausman,Houck,Romano,2:59,D,35792,1.09,-2,,2022
14,"Friday, Apr 22",BOS,A,TBR,W,4,3,,7-7,3,2.0,Wacha,Kluber,Barnes,3:21,N,16902,1.01,1,,2022
15,"Saturday, Apr 23",BOS,A,TBR,L-wo,2,3,10,7-8,4,3.0,Wisler,Robles,,3:05,N,19137,1.08,-1,,2022
16,"Sunday, Apr 24",BOS,A,TBR,L,2,5,,7-9,4,3.0,McClanahan,Valdez,Thompson,2:38,D,20993,1.01,-2,,2022
17,"Monday, Apr 25",BOS,A,TOR,L,2,6,,7-10,4,4.0,Cimber,Strahm,,2:16,N,20981,0.97,-3,,2022
18,"Tuesday, Apr 26",BOS,A,TOR,L-wo,5,6,10,7-11,4,5.0,Romano,Barnes,,3:47,N,22611,0.91,-4,,2022
19,"Wednesday, Apr 27",BOS,A,TOR,W,7,1,,8-11,4,4.5,Wacha,Thornton,,3:05,N,20468,0.86,1,,2022
20,"Thursday, Apr 28",BOS,A,TOR,L,0,1,,8-12,4,5.5,Manoah,Whitlock,Romano,2:42,D,23144,0.94,-1,,2022
21,"Friday, Apr 29",BOS,A,BAL,W,3,1,,9-12,4,5.5,Houck,Bradish,Strahm,2:57,N,15685,0.78,1,,2022
22,"Saturday, Apr 30",BOS,A,BAL,L-wo,1,2,10,9-13,4,6.5,Lopez,Sawamura,,3:09,N,19927,0.88,-1,,2022
23,"Sunday, May 1",BOS,A,BAL,L,5,9,,9-14,4,7.5,Lyles,Pivetta,,3:19,D,19117,0.76,-2,,2022
24,"Tuesday, May 3",BOS,H,LAA,W,4,0,,10-14,4,8.0,Wacha,Syndergaard,,2:23,N,29793,0.72,1,,2022
25,"Wednesday, May 4",BOS,H,LAA,L,5,10,10,10-15,4,8.0,Tepera,Barnes,,3:42,N,27679,0.79,-1,,2022
26,"Thursday, May 5",BOS,H,LAA,L,0,8,,10-16,4,8.5,Ohtani,Houck,,2:55,D,29476,0.71,-2,,2022
