Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
27,"Wednesday, May 2",NYM,H,HOU,L,5,6,10,11-16,5,4.5,Wagner,Benitez,,3:43,N,23262,0.8,-1,,2001
28,"Friday, May 4",NYM,H,ARI,W,4,2,,12-16,3,4.0,Reed,Batista,Franco,2:51,N,36945,0.77,1,,2001
29,"Saturday, May 5",NYM,H,ARI,W,8,1,,13-16,2,4.0,Rusch,Ellis,,2:44,D,35630,0.8,2,,2001
30,"Sunday, May 6",NYM,H,ARI,L,2,8,,13-17,4,5.0,Schilling,Trachsel,,3:08,D,37673,0.88,-1,,2001
31,"Monday, May 7",NYM,A,COL,W,10,9,,14-17,3,5.0,Gonzalez,Bohanon,,3:32,N,34644,0.83,1,,2001
32,"Tuesday, May 8",NYM,A,COL,L,4,12,,14-18,4,6.0,Astacio,Appier,,3:11,N,36602,0.85,-1,,2001
33,"Wednesday, May 9",NYM,A,COL,L,0,6,,14-19,4,6.0,Hampton,Reed,,2:25,N,35952,0.8,-2,,2001
34,"Thursday, May 10",NYM,A,COL,L,2,8,,14-20,4,6.5,Chacon,Rusch,,2:31,D,40603,0.76,-3,,2001
35,"Friday, May 11",NYM,A,SFG,L-wo,2,3,10,14-21,4,7.5,Nen,Wall,,3:24,N,41059,0.73,-4,,2001
36,"Saturday, May 12",NYM,A,SFG,L,3,10,,14-22,4,8.5,Ortiz,Gonzalez,,3:21,D,41059,0.68,-5,,2001
37,"Sunday, May 13",NYM,A,SFG,L,3,6,,14-23,5,8.5,Zerbe,Appier,,2:54,D,41059,0.59,-6,,2001
38,"Tuesday, May 15",NYM,H,SDP,W,1,0,,15-23,5,7.5,Reed,Jones,Benitez,2:43,N,21490,0.52,1,,2001
39,"Wednesday, May 16",NYM,H,SDP,L,2,5,,15-24,5,7.5,Eaton,Rusch,Hoffman,3:10,N,20134,0.57,-1,,2001
40,"Thursday, May 17",NYM,H,SDP,L,3,15,,15-25,5,8.5,Williams,Trachsel,,3:24,N,18476,0.52,-2,,2001
41,"Friday, May 18",NYM,H,LAD,W,8,0,,16-25,5,8.5,Leiter,Brown,Wendell,2:45,N,37502,0.46,1,,2001
42,"Saturday, May 19",NYM,H,LAD,L,2,10,,16-26,5,9.5,Prokopec,Appier,,3:10,D,46346,0.47,-1,,2001
43,"Sunday, May 20",NYM,H,LAD,W-wo,6,5,,17-26,5,8.5,Benitez,Adams,,3:07,D,43404,0.4,1,,2001
44,"Monday, May 21",NYM,A,MON,W,6,3,,18-26,4,8.0,Rusch,Reames,Benitez,3:02,N,5449,0.52,2,,2001
45,"Tuesday, May 22",NYM,A,MON,L,0,3,,18-27,5,8.5,Armas,Gonzalez,Urbina,2:52,N,4186,0.57,-1,,2001
46,"Wednesday, May 23",NYM,A,MON,W,4,2,,19-27,4,9.0,Leiter,Peters,Benitez,2:53,N,5292,0.51,1,,2001
47,"Thursday, May 24",NYM,H,FLA,W,11,3,,20-27,4,9.0,Appier,Burnett,,3:11,N,22877,0.58,2,,2001
48,"Friday, May 25",NYM,H,FLA,W-wo,4,3,10,21-27,4,9.0,Franco,Miceli,,3:14,N,40456,0.6,3,,2001
49,"Saturday, May 26",NYM,H,FLA,L,3,7,,21-28,4,9.5,Dempster,Rusch,,3:17,D,29839,0.64,-1,,2001
50,"Sunday, May 27",NYM,H,FLA,W,5,4,,22-28,4,9.0,Wendell,Miceli,Benitez,2:46,D,41991,0.58,1,,2001
51,"Monday, May 28",NYM,H,PHI,L,3,5,10,22-29,4,10.0,Mesa,Benitez,Cormier,4:00,D,33791,0.76,-1,,2001
52,"Tuesday, May 29",NYM,H,PHI,L,3,7,,22-30,4,11.0,Gomes,Cook,,3:05,N,26579,0.65,-2,,2001
53,"Wednesday, May 30",NYM,H,PHI,L,3,6,,22-31,4,12.0,Padilla,Franco,Mesa,3:05,D,24077,0.5,-3,,2001
54,"Thursday, May 31",NYM,A,FLA,L,3,5,,22-32,4,13.0,Dempster,Wendell,Alfonseca,3:00,N,13295,0.36,-4,,2001
55,"Friday, Jun 1",NYM,A,FLA,W,11,5,,23-32,4,13.0,Gonzalez,Clement,,3:13,N,23252,0.32,1,,2001
56,"Saturday, Jun 2",NYM,A,FLA,W,7,1,,24-32,4,12.0,Leiter,Smith,,3:02,N,33061,0.35,2,,2001
57,"Sunday, Jun 3",NYM,A,FLA,L-wo,0,1,,24-33,4,12.0,Alfonseca,Wendell,,2:56,D,22483,0.39,-1,,2001
58,"Tuesday, Jun 5",NYM,A,PHI,W,9,0,,25-33,4,11.0,Reed,Person,,2:36,N,22060,0.4,1,,2001
59,"Wednesday, Jun 6",NYM,A,PHI,L,1,6,,25-34,4,12.0,Telemaco,Rusch,,2:41,N,32703,0.49,-1,,2001
60,"Thursday, Jun 7",NYM,A,PHI,W,6,5,,26-34,4,11.0,Franco,Mesa,Benitez,3:28,N,20636,0.39,1,,2001
61,"Friday, Jun 8",NYM,A,TBD,L,5,7,,26-35,4,11.0,Rupe,Trachsel,Yan,2:53,N,15547,0.36,-1,,2001
62,"Saturday, Jun 9",NYM,A,TBD,L,2,5,,26-36,4,12.0,Sturtze,Leiter,Phelps,2:50,D,19235,0.35,-2,,2001
63,"Sunday, Jun 10",NYM,A,TBD,W,10,0,,27-36,4,11.0,Appier,Lopez,,3:15,D,19994,0.28,1,,2001
64,"Tuesday, Jun 12",NYM,A,BAL,W,10,3,,28-36,4,10.0,Reed,Mercedes,White,3:11,N,34812,0.33,2,,2001
65,"Wednesday, Jun 13",NYM,A,BAL,W,7,6,10,29-36,4,9.0,Franco,Groom,Benitez,3:57,N,34881,0.38,3,,2001
66,"Thursday, Jun 14",NYM,A,BAL,L,2,5,,29-37,4,9.0,Towers,Trachsel,Groom,2:47,N,37853,0.46,-1,,2001
67,"Friday, Jun 15",NYM,H,NYY,L,4,5,,29-38,4,10.0,Mendoza,Leiter,Rivera,3:12,N,54110,0.4,-2,,2001
68,"Saturday, Jun 16",NYM,H,NYY,L,1,2,,29-39,4,11.0,Mussina,Appier,Rivera,3:15,D,54195,0.36,-3,,2001
69,"Sunday, Jun 17",NYM,H,NYY,W,8,7,,30-39,4,10.0,Wendell,Almanzar,Benitez,3:54,N,54399,0.28,1,,2001
70,"Monday, Jun 18",NYM,H,MON,W,2,1,,31-39,4,9.5,Wendell,Yoshii,Benitez,2:59,N,32569,0.32,2,,2001
71,"Tuesday, Jun 19",NYM,H,MON,W,4,1,,32-39,4,8.5,White,Mota,Franco,2:30,N,27578,0.36,3,,2001
72,"Wednesday, Jun 20",NYM,H,MON,W,4,3,,33-39,4,8.5,Leiter,Vazquez,Benitez,2:45,N,28617,0.42,4,,2001
73,"Thursday, Jun 21",NYM,H,MON,L,3,10,,33-40,4,9.5,Blank,Appier,,3:05,N,32668,0.49,-1,,2001
74,"Friday, Jun 22",NYM,H,ATL,L,1,10,,33-41,4,9.5,Perez,Reed,,2:57,N,40129,0.43,-2,,2001
75,"Saturday, Jun 23",NYM,H,ATL,L,3,9,11,33-42,4,9.5,Reed,White,,3:55,D,42736,0.36,-3,,2001
76,"Sunday, Jun 24",NYM,H,ATL,L,4,8,,33-43,4,10.5,Marquis,Trachsel,,3:15,D,47181,0.29,-4,,2001
77,"Monday, Jun 25",NYM,A,CHC,L,1,2,,33-44,4,10.5,Tavarez,Leiter,Gordon,2:41,N,40229,0.21,-5,,2001
78,"Tuesday, Jun 26",NYM,A,CHC,L,2,4,,33-45,4,10.5,Lieber,Appier,Gordon,2:45,D,37854,0.18,-6,,2001
79,"Wednesday, Jun 27",NYM,A,CHC,W,5,4,,34-45,4,10.0,White,Farnsworth,Benitez,3:17,D,39404,0.14,1,,2001
80,"Thursday, Jun 28",NYM,A,ATL,L-wo,2,6,10,34-46,4,11.0,Reed,Benitez,,3:35,N,40055,0.22,-1,,2001
81,"Friday, Jun 29",NYM,A,ATL,W,3,1,,35-46,4,11.0,Trachsel,Marquis,Benitez,3:18,N,48168,0.17,1,,2001
82,"Saturday, Jun 30",NYM,A,ATL,L,2,5,,35-47,4,12.0,Maddux,Leiter,Karsay,2:28,D,49568,0.2,-1,,2001
83,"Sunday, Jul 1",NYM,A,ATL,W,2,1,,36-47,4,12.0,Appier,Burkett,Benitez,3:03,N,37516,0.16,1,,2001
84,"Tuesday, Jul 3",NYM,H,CHC,L,0,3,,36-48,4,12.0,Wood,Reed,Gordon,2:57,N,52471,0.14,-1,,2001
85,"Wednesday, Jul 4",NYM,H,CHC,W,2,1,,37-48,4,12.0,Rusch,Tapani,Benitez,2:22,D,37936,0.11,1,,2001
86,"Thursday, Jul 5",NYM,H,CHC,L,4,13,,37-49,4,12.0,Bere,Trachsel,,3:10,N,30737,0.14,-1,,2001
87,"Friday, Jul 6",NYM,A,NYY,L,3,8,,37-50,5,13.0,Pettitte,Leiter,Mendoza,2:37,N,55534,0.11,-2,,2001
88,"Saturday, Jul 7",NYM,A,NYY,W,3,0,10,38-50,4,12.0,Franco,Rivera,Benitez,3:40,D,55589,0.08,1,,2001
89,"Sunday, Jul 8",NYM,A,NYY,L,1,4,,38-51,4,13.0,Mendoza,Wendell,Rivera,2:58,N,55528,0.11,-1,,2001
90,"Thursday, Jul 12",NYM,H,BOS,W,4,2,,39-51,4,12.0,Leiter,Wakefield,Benitez,2:46,N,37698,0.06,1,,2001
91,"Friday, Jul 13",NYM,H,BOS,L,1,3,,39-52,4,13.0,Cone,Appier,Lowe,2:51,N,42219,0.09,-1,,2001
92,"Saturday, Jul 14",NYM,H,BOS,W,2,0,,40-52,4,12.0,Rusch,Arrojo,Benitez,2:18,D,52006,0.06,1,,2001
93,"Sunday, Jul 15",NYM,H,TOR,W,6,2,,41-52,4,12.0,Reed,Michalak,,2:51,D,32138,0.09,2,,2001
94,"Monday, Jul 16",NYM,H,TOR,W,3,0,,42-52,4,11.0,Trachsel,Halladay,Benitez,2:54,N,34203,0.1,3,,2001
95,"Tuesday, Jul 17",NYM,H,TOR,W,1,0,,43-52,4,10.0,Leiter,Carpenter,Benitez,2:46,N,26630,0.14,4,,2001
96,"Wednesday, Jul 18",NYM,H,FLA,W-wo,4,3,11,44-52,4,10.0,Wendell,Núñez,,4:03,N,24545,0.18,5,,2001
97,"Thursday, Jul 19",NYM,H,FLA,L,3,8,,44-53,4,11.0,Dempster,Rusch,,2:52,D,33129,0.19,-1,,2001
98,"Friday, Jul 20",NYM,A,PHI,L,1,10,,44-54,4,11.0,Person,Reed,,2:29,N,22886,0.16,-2,,2001
99,"Saturday, Jul 21",NYM,A,PHI,W,6,3,,45-54,4,11.0,Trachsel,Wolf,Benitez,3:06,N,33181,0.13,1,,2001
100,"Sunday, Jul 22",NYM,A,PHI,L,2,3,,45-55,4,12.0,Santiago,Franco,Mesa,2:53,D,30812,0.16,-1,,2001
101,"Tuesday, Jul 24",NYM,A,FLA,L,3,4,,45-56,4,11.5,Bones,Appier,Alfonseca,2:56,N,16270,0.11,-2,,2001
102,"Wednesday, Jul 25",NYM,A,FLA,W,5,2,,46-56,4,11.5,Rusch,Dempster,Benitez,3:27,N,18272,0.09,1,,2001
103,"Thursday, Jul 26",NYM,H,PHI,L,2,3,,46-57,4,11.5,Santiago,Reed,Mesa,2:43,N,38468,0.11,-1,,2001
104,"Friday, Jul 27",NYM,H,PHI,W,6,1,,47-57,4,11.5,Trachsel,Coggin,,2:47,N,31263,0.07,1,,2001
105,"Saturday, Jul 28",NYM,H,PHI,W-wo,4,3,,48-57,4,11.5,Benitez,Wendell,,2:57,D,38972,0.09,2,,2001
106,"Sunday, Jul 29",NYM,H,PHI,W-wo,6,5,,49-57,4,11.5,Benitez,Cormier,,2:52,D,38536,0.1,3,,2001
107,"Tuesday, Jul 31",NYM,A,HOU,L-wo,2,3,10,49-58,4,11.5,Cruz,Riggan,,3:21,N,33006,0.12,-1,,2001
108,"Wednesday, Aug 1",NYM,A,HOU,W,8,2,10,50-58,4,10.5,White,Jackson,,3:35,N,33124,0.08,1,,2001
109,"Thursday, Aug 2",NYM,A,HOU,L-wo,3,4,10,50-59,4,11.5,Williams,Riggan,,3:19,N,34257,0.12,-1,,2001
110,"Friday, Aug 3",NYM,A,ARI,L,0,7,,50-60,4,11.5,Johnson,Leiter,,2:54,N,43806,0.07,-2,,2001
111,"Saturday, Aug 4",NYM,A,ARI,W,4,2,,51-60,4,11.5,Appier,Batista,Benitez,3:09,D,36750,0.06,1,,2001
112,"Sunday, Aug 5",NYM,A,ARI,L,1,2,,51-61,4,12.5,Schilling,White,Kim,2:29,D,36870,0.07,-1,,2001
113,"Tuesday, Aug 7",NYM,H,MIL,W,3,0,,52-61,4,12.5,Chen,Haynes,Benitez,2:24,N,27240,0.04,1,,2001
114,"Wednesday, Aug 8",NYM,H,MIL,W,5,4,,53-61,4,11.5,Trachsel,Levrault,Benitez,2:57,N,34619,0.04,2,,2001
115,"Thursday, Aug 9",NYM,H,MIL,W,4,3,,54-61,4,10.5,Leiter,DeJean,White,2:52,D,27989,0.05,3,,2001
116,"Friday, Aug 10",NYM,H,STL,L,6,7,10,54-62,4,10.5,Veres,White,Kline,3:32,N,32844,0.07,-1,,2001
117,"Saturday, Aug 11",NYM,H,STL,L,3,6,,54-63,4,10.5,Hermanson,Rusch,Veres,2:55,D,38837,0.06,-2,,2001
118,"Sunday, Aug 12",NYM,H,STL,L,1,4,,54-64,4,11.5,Kile,Chen,Veres,3:09,D,38939,0.04,-3,,2001
119,"Tuesday, Aug 14",NYM,A,SDP,L,0,6,,54-65,4,12.5,Herndon,Trachsel,,2:53,N,24803,0.02,-4,,2001
120,"Wednesday, Aug 15",NYM,A,SDP,L,1,2,,54-66,4,13.5,Jarvis,Leiter,Hoffman,2:20,N,20838,0.02,-5,,2001
121,"Thursday, Aug 16",NYM,A,SDP,L,5,6,,54-67,4,13.5,Fikac,White,Hoffman,3:12,D,22614,0.01,-6,,2001
122,"Friday, Aug 17",NYM,A,LAD,L,3,8,,54-68,4,13.5,Adams,Rusch,,2:40,N,41801,0,-7,,2001
123,"Saturday, Aug 18",NYM,A,LAD,W,5,4,,55-68,4,13.5,Riggan,Trombley,Benitez,2:58,N,54092,0,1,,2001
124,"Sunday, Aug 19",NYM,A,LAD,W,6,5,,56-68,4,12.5,Trachsel,Park,Benitez,3:15,D,49395,0,2,,2001
125,"Tuesday, Aug 21",NYM,H,COL,W,5,2,,57-68,4,11.5,Leiter,Hampton,Benitez,2:40,N,28510,0.01,3,,2001
126,"Wednesday, Aug 22",NYM,H,COL,W,2,1,,58-68,4,11.5,Appier,Chacon,Benitez,2:59,N,34415,0.02,4,,2001
127,"Thursday, Aug 23",NYM,H,COL,L,0,10,,58-69,4,12.5,Jennings,Rusch,,2:54,N,27430,0.01,-1,,2001
128,"Friday, Aug 24",NYM,H,SFG,W,4,3,,59-69,4,11.5,Chen,Rueter,Benitez,2:50,N,35973,0.01,1,,2001
129,"Saturday, Aug 25",NYM,H,SFG,W-wo,3,2,11,60-69,4,10.5,Riggan,Nen,,4:00,N,48298,0.01,2,,2001
130,"Sunday, Aug 26",NYM,H,SFG,W,6,5,,61-69,4,10.5,Leiter,Ortiz,Benitez,3:21,N,36061,0.02,3,,2001
131,"Monday, Aug 27",NYM,H,SFG,L,5,6,,61-70,4,10.5,Rodriguez,White,Nen,3:31,D,27084,0.03,-1,,2001
132,"Tuesday, Aug 28",NYM,H,PHI,L,6,9,11,61-71,4,10.5,Politte,Wall,Bottalico,4:17,N,21745,0.02,-2,,2001
133,"Wednesday, Aug 29",NYM,H,PHI,W,7,5,,62-71,4,10.5,Chen,Daal,Benitez,2:53,N,24144,0.02,1,,2001
134,"Thursday, Aug 30",NYM,H,PHI,W,6,2,,63-71,3,9.5,Trachsel,Coggin,,2:44,N,33734,0.02,2,,2001
135,"Friday, Aug 31",NYM,H,FLA,W,6,1,,64-71,3,8.5,Leiter,Penny,,2:26,N,23020,0.03,3,,2001
136,"Saturday, Sep 1",NYM,H,FLA,W-wo,3,2,11,65-71,3,7.5,Roberts,Acevedo,,3:42,N,39486,0.05,4,,2001
137,"Sunday, Sep 2",NYM,H,FLA,L,1,5,,65-72,3,8.5,Dempster,Rusch,,2:16,D,32702,0.07,-1,,2001
138,"Monday, Sep 3",NYM,A,PHI,W,10,7,,66-72,3,8.5,Nitkowski,Mesa,Benitez,3:30,D,26891,0.07,1,,2001
139,"Tuesday, Sep 4",NYM,A,PHI,W,5,3,,67-72,3,8.5,Trachsel,Daal,Benitez,3:01,N,14020,0.08,2,,2001
140,"Wednesday, Sep 5",NYM,A,PHI,W,7,4,,68-72,3,7.5,Leiter,Coggin,,2:58,N,16089,0.1,3,,2001
141,"Thursday, Sep 6",NYM,A,FLA,W,5,2,,69-72,3,7.0,Appier,Penny,Benitez,3:06,N,10188,0.16,4,2001-07-23 (Rain),2001
142,"Friday, Sep 7",NYM,A,FLA,W,6,1,,70-72,3,7.0,Rusch,Burnett,,2:18,N,13285,0.17,5,,2001
143,"Saturday, Sep 8",NYM,A,FLA,W,9,7,,71-72,3,7.0,Franco,Alfonseca,Benitez,3:57,N,20217,0.22,6,,2001
144,"Sunday, Sep 9",NYM,A,FLA,L,2,4,,71-73,3,8.0,Acevedo,Trachsel,Alfonseca,3:22,D,14821,0.22,-1,,2001
145,"Monday, Sep 17",NYM,A,PIT,W,4,1,,72-73,3,7.0,Franco,Fetters,Benitez,2:58,N,25902,0.08,1,2001-09-17 (9/11 attack; Site change),2001
146,"Tuesday, Sep 18",NYM,A,PIT,W,7,5,,73-73,3,6.0,Riggan,Olivares,Benitez,3:03,N,19285,0.14,2,2001-09-18 (9/11 attack; Site change),2001
147,"Wednesday, Sep 19",NYM,A,PIT,W,9,2,,74-73,3,5.0,Gonzalez,McKnight,,2:51,D,20371,0.2,3,2001-09-19 (9/11 attack; Site change),2001
148,"Friday, Sep 21",NYM,H,ATL,W,3,2,,75-73,3,4.5,Benitez,Karsay,,3:07,N,41235,0.42,4,,2001
149,"Saturday, Sep 22",NYM,H,ATL,W,7,3,,76-73,3,3.5,Trachsel,Perez,Benitez,3:28,N,41230,0.56,5,,2001
150,"Sunday, Sep 23",NYM,H,ATL,L,4,5,11,76-74,3,4.5,Smoltz,Riggan,,3:45,D,41168,1.07,-1,,2001
151,"Tuesday, Sep 25",NYM,A,MON,W,2,0,,77-74,3,4.0,Appier,Pavano,,2:26,N,4166,0.34,1,,2001
152,"Wednesday, Sep 26",NYM,A,MON,W,5,2,,78-74,3,4.0,Rusch,Armas,Benitez,2:41,N,5314,0.49,2,,2001
153,"Thursday, Sep 27",NYM,A,MON,W,12,6,,79-74,3,3.0,White,Strickland,,3:31,N,6968,0.48,3,,2001
154,"Friday, Sep 28",NYM,A,ATL,L,3,5,,79-75,3,4.0,Glavine,Trachsel,Smoltz,3:11,N,43664,1.66,-1,,2001
155,"Saturday, Sep 29",NYM,A,ATL,L-wo,5,8,,79-76,3,5.0,Perez,Benitez,,3:13,D,46180,0.7,-2,,2001
156,"Sunday, Sep 30",NYM,A,ATL,W,9,6,,80-76,3,4.0,Appier,Millwood,Benitez,3:34,D,42677,0.06,1,,2001
157,"Monday, Oct 1",NYM,H,PIT,L,1,5,,80-77,3,4.5,Anderson,Rusch,Sauerbeck,2:46,N,6315,0.14,-1,2001-09-11 (9/11 attack; Site change),2001
158,"Tuesday, Oct 2",NYM,H,PIT,L,1,10,,80-78,3,4.5,Arroyo,Chen,,2:43,N,8058,0.02,-2,2001-09-12 (9/11 attack; Site change),2001
159,"Wednesday, Oct 3",NYM,H,PIT,W,3,0,,81-78,3,4.5,Trachsel,Ritchie,,2:12,N,6627,0,1,2001-09-13 (9/11 attack; Site change),2001
160,"Friday, Oct 5",NYM,H,MON,L,6,8,,81-79,3,6.0,Thurman,Leiter,Strickland,2:53,N,10281,0,-1,2001-09-14 (9/11 attack),2001
161,"Saturday, Oct 6",NYM,H,MON,W,4,0,,82-79,3,6.0,Appier,Pavano,,2:54,N,15025,0,1,2001-09-15 (9/11 attack),2001
162,"Sunday, Oct 7",NYM,H,MON,L,0,5,,82-80,3,6.0,Reames,Rusch,,2:19,D,15540,0,-1,2001-09-16 (9/11 attack),2001
1,"Monday, Apr 1",NYM,H,PIT,W,6,2,,1-0,1,Tied,Leiter,Villone,,3:12,D,53734,0.93,1,,2002
2,"Wednesday, Apr 3",NYM,H,PIT,L,3,5,,1-1,1,Tied,Wells,Trachsel,Williams,3:26,D,25952,0.99,-1,,2002
3,"Thursday, Apr 4",NYM,H,PIT,L,2,3,,1-2,3,1.0,Anderson,Estes,Williams,2:37,D,33785,0.94,-2,,2002
4,"Friday, Apr 5",NYM,A,ATL,W,9,3,,2-2,1,Tied,Astacio,Lopez,,2:53,N,35347,1.02,1,,2002
5,"Saturday, Apr 6",NYM,A,ATL,W,11,2,,3-2,1,Tied,Weathers,Smoltz,,3:25,N,41124,1.1,2,,2002
6,"Sunday, Apr 7",NYM,A,ATL,L-wo,2,5,14,3-3,1,Tied,Lopez,Komiyama,,4:59,D,34210,1.11,-1,,2002
7,"Tuesday, Apr 9",NYM,A,CHC,L,0,2,,3-4,4,1.0,Lieber,Trachsel,Alfonseca,2:49,D,18151,1.02,-2,,2002
8,"Wednesday, Apr 10",NYM,A,CHC,W,3,2,,4-4,3,1.0,Weathers,Fassero,Benitez,2:56,D,22471,0.93,1,,2002
9,"Thursday, Apr 11",NYM,A,CHC,W,3,2,,5-4,1,Tied,Astacio,Cruz,Benitez,2:53,D,29496,0.99,2,,2002
10,"Friday, Apr 12",NYM,H,MON,W,2,1,,6-4,1,up 0.5,D'Amico,Ohka,Benitez,2:36,N,32624,1.15,3,,2002
11,"Saturday, Apr 13",NYM,H,MON,L,8,9,11,6-5,1,Tied,Herges,Strickland,,3:56,D,46991,1.24,-1,,2002
12,"Sunday, Apr 14",NYM,H,MON,W,6,4,,7-5,1,up 1.0,Trachsel,Armas,Benitez,2:54,D,45646,1.2,1,,2002
13,"Monday, Apr 15",NYM,H,ATL,W-wo,7,6,12,8-5,1,up 1.5,Strickland,Hammond,,3:51,N,28843,1.2,2,,2002
14,"Tuesday, Apr 16",NYM,H,ATL,W,3,1,,9-5,1,up 1.5,Astacio,Glavine,,2:44,N,31472,1.28,3,,2002
15,"Wednesday, Apr 17",NYM,H,ATL,L,1,2,,9-6,1,up 1.0,Millwood,D'Amico,Smoltz,2:46,D,30702,1.29,-1,,2002
16,"Thursday, Apr 18",NYM,A,MON,W,1,0,,10-6,1,up 1.5,Leiter,Vazquez,,2:18,N,4512,1.3,1,,2002
17,"Friday, Apr 19",NYM,A,MON,L,3,5,,10-7,1,up 1.0,Armas,Trachsel,Herges,2:58,N,8281,1.34,-1,,2002
18,"Saturday, Apr 20",NYM,A,MON,L,5,7,,10-8,1,Tied,Pavano,Estes,Herges,2:47,D,11464,1.33,-2,,2002
19,"Sunday, Apr 21",NYM,A,MON,L,3,6,,10-9,2,1.0,Chen,Astacio,Lloyd,2:44,D,11672,1.3,-3,,2002
20,"Tuesday, Apr 23",NYM,H,STL,W,4,3,,11-9,2,1.0,D'Amico,Morris,Benitez,2:28,N,33333,1.05,1,,2002
21,"Wednesday, Apr 24",NYM,H,STL,L,2,4,,11-10,2,2.0,Kile,Leiter,Isringhausen,2:35,N,22938,1.07,-1,,2002
22,"Thursday, Apr 25",NYM,H,STL,W,7,6,,12-10,2,2.0,Strickland,Veres,Benitez,3:11,N,24637,1.05,1,,2002
23,"Friday, Apr 26",NYM,H,MIL,W,1,0,,13-10,2,1.0,Estes,Rusch,,1:53,N,37957,1.07,2,,2002
24,"Saturday, Apr 27",NYM,H,MIL,W,2,1,,14-10,1,Tied,Astacio,Neugebauer,Benitez,2:14,D,35105,1.12,3,,2002
25,"Sunday, Apr 28",NYM,H,MIL,W,9,6,,15-10,1,Tied,Davis,King,,3:04,D,43169,1.19,4,,2002
26,"Tuesday, Apr 30",NYM,A,ARI,W,10,1,,16-10,1,Tied,Leiter,Helling,,2:42,N,36743,1.21,5,,2002
27,"Wednesday, May 1",NYM,A,ARI,W,7,1,,17-10,1,Tied,Trachsel,Stottlemyre,,3:02,N,34210,1.28,6,,2002
28,"Thursday, May 2",NYM,A,ARI,L,3,7,,17-11,1,Tied,Batista,Estes,Kim,2:49,N,31466,1.29,-1,,2002
29,"Friday, May 3",NYM,A,HOU,W,11,3,,18-11,1,up 1.0,Astacio,Mlicki,,3:17,N,31329,1.23,1,,2002
30,"Saturday, May 4",NYM,A,HOU,L,1,3,,18-12,1,up 1.0,Hernandez,D'Amico,Wagner,2:37,N,34807,1.29,-1,,2002
31,"Sunday, May 5",NYM,A,HOU,L,1,12,,18-13,1,up 1.0,Oswalt,Leiter,,2:30,D,36083,1.24,-2,,2002
32,"Tuesday, May 7",NYM,H,SFG,L,1,5,,18-14,1,up 1.0,Ortiz,Trachsel,,3:17,N,40016,1.29,-3,,2002
33,"Wednesday, May 8",NYM,H,SFG,L,2,8,,18-15,1,Tied,Rueter,Estes,,2:49,N,29267,1.25,-4,,2002
34,"Thursday, May 9",NYM,H,SFG,L,3,4,,18-16,2,1.0,Jensen,Astacio,Nen,2:29,N,28757,1.17,-5,,2002
35,"Friday, May 10",NYM,H,COL,L,5,9,,18-17,3,2.0,Jennings,D'Amico,,3:21,N,37484,1.11,-6,,2002
36,"Saturday, May 11",NYM,H,COL,W,4,3,,19-17,2,1.0,Leiter,Hampton,Strickland,2:45,D,41605,1.05,1,,2002
37,"Sunday, May 12",NYM,H,COL,L,3,4,13,19-18,3,2.0,White,Davis,Jimenez,4:15,D,33578,1.06,-1,,2002
38,"Monday, May 13",NYM,A,LAD,L-wo,2,3,13,19-19,3,2.0,Carrara,Corey,,4:23,N,27659,1.06,-2,,2002
39,"Tuesday, May 14",NYM,A,LAD,W,3,0,,20-19,2,2.0,Astacio,Ashby,,2:35,N,28610,1.02,1,,2002
40,"Wednesday, May 15",NYM,A,LAD,W,2,0,,21-19,2,1.0,D'Amico,Ishii,,2:34,N,31995,1.1,2,,2002
41,"Thursday, May 16",NYM,A,SDP,W,3,1,,22-19,1,Tied,Leiter,Lawrence,Guthrie,2:46,N,15931,1.14,3,,2002
42,"Friday, May 17",NYM,A,SDP,W,13,4,,23-19,1,up 1.0,Trachsel,Middlebrook,,3:07,N,28162,1.21,4,,2002
43,"Saturday, May 18",NYM,A,SDP,W,5,2,,24-19,1,up 2.0,Estes,Tomko,Benitez,2:29,N,43282,1.25,5,,2002
44,"Sunday, May 19",NYM,A,SDP,L-wo,3,4,,24-20,1,up 1.0,Reed,Strickland,,2:36,D,26254,1.26,-1,,2002
45,"Tuesday, May 21",NYM,A,PHI,L,0,4,,24-21,1,up 1.0,Padilla,D'Amico,,2:29,N,21090,1.35,-2,,2002
46,"Wednesday, May 22",NYM,A,PHI,L,2,5,,24-22,1,up 0.5,Adams,Leiter,Mesa,2:29,N,22640,1.34,-3,,2002
47,"Thursday, May 23",NYM,A,PHI,W,1,0,,25-22,1,up 1.0,Strickland,Mesa,Benitez,2:46,D,26405,1.29,1,,2002
48,"Friday, May 24",NYM,H,FLA,W-wo,5,4,10,26-22,1,up 1.0,Strickland,Darensbourg,,3:41,N,37699,1.45,2,,2002
49,"Saturday, May 25",NYM,H,FLA,L,5,6,,26-23,1,up 1.0,Almanza,Weathers,Núñez,3:11,D,35724,1.51,-1,,2002
50,"Sunday, May 26",NYM,H,FLA,W,3,0,,27-23,1,up 1.0,D'Amico,Burnett,Strickland,2:39,D,38781,1.45,1,,2002
51,"Monday, May 27",NYM,H,FLA,L,3,5,,27-24,1,Tied,Dempster,Leiter,Núñez,2:57,D,24319,1.54,-1,,2002
