Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
9,"Wednesday, Apr 14",KCR,A,DET,W,7,3,,4-5,3,2.0,Davies,Perry,Soria,2:50,D,19262,1,1,,2010
10,"Friday, Apr 16",KCR,A,MIN,L,3,10,,4-6,3,3.5,Baker,Greinke,,3:04,N,38532,1.06,-1,,2010
11,"Saturday, Apr 17",KCR,A,MIN,L,5,6,,4-7,4,4.5,Duensing,Parrish,Rauch,2:37,D,38564,1.05,-2,,2010
12,"Sunday, Apr 18",KCR,A,MIN,W,10,5,,5-7,4,3.5,Hochevar,Pavano,Soria,3:10,D,38544,0.98,1,,2010
13,"Monday, Apr 19",KCR,A,TOR,L,1,8,,5-8,4,4.0,Morrow,Bannister,,2:42,N,10314,0.88,-1,,2010
14,"Tuesday, Apr 20",KCR,A,TOR,L,3,4,,5-9,4,5.0,Camp,Davies,Gregg,2:30,N,10565,0.84,-2,,2010
15,"Wednesday, Apr 21",KCR,A,TOR,W,4,3,10,6-9,4,5.0,Tejeda,Downs,Soria,2:40,D,15577,0.82,1,,2010
16,"Friday, Apr 23",KCR,H,MIN,L,3,8,,6-10,4,5.5,Pavano,Meche,,2:53,N,16605,1.02,-1,,2010
17,"Saturday, Apr 24",KCR,H,MIN,L,7,9,12,6-11,5,6.5,Rauch,Tejeda,,4:15,N,26649,0.92,-2,,2010
18,"Sunday, Apr 25",KCR,H,MIN,W,4,3,,7-11,5,5.5,Bannister,Slowey,Soria,2:58,D,15601,0.86,1,,2010
19,"Monday, Apr 26",KCR,H,SEA,W,3,1,,8-11,3,5.0,Davies,Hernandez,Chen,2:46,N,11391,0.76,2,,2010
20,"Tuesday, Apr 27",KCR,H,SEA,L,2,3,,8-12,4,6.0,Kelley,Rupe,Aardsma,3:05,N,14969,0.78,-1,,2010
21,"Wednesday, Apr 28",KCR,H,SEA,L,5,6,,8-13,4,6.0,League,Thompson,Aardsma,2:46,D,13206,0.73,-2,,2010
22,"Thursday, Apr 29",KCR,A,TBR,L,1,11,,8-14,5,6.0,Garza,Hochevar,,3:13,N,12766,0.79,-3,,2010
23,"Friday, Apr 30",KCR,A,TBR,W,3,2,,9-14,4,6.0,Rupe,Choate,Soria,2:37,N,25195,0.68,1,,2010
24,"Saturday, May 1",KCR,A,TBR,W,4,2,11,10-14,4,5.0,Tejeda,Cormier,Soria,3:36,N,34813,0.71,2,,2010
25,"Sunday, May 2",KCR,A,TBR,L,0,1,,10-15,4,6.0,Davis,Greinke,Soriano,2:15,D,19757,0.79,-1,,2010
26,"Monday, May 3",KCR,A,CHW,L,1,5,,10-16,5,7.0,Peavy,Meche,,2:25,N,21208,0.71,-2,,2010
27,"Tuesday, May 4",KCR,A,CHW,W,7,2,,11-16,3,7.0,Hochevar,Floyd,,2:40,N,17517,0.72,1,,2010
28,"Wednesday, May 5",KCR,A,CHW,L,2,9,,11-17,4,8.0,Garcia,Bannister,,2:35,N,21255,0.73,-1,,2010
29,"Thursday, May 6",KCR,A,TEX,L,12,13,,11-18,4,8.0,Francisco,Soria,Feliz,3:12,N,15132,0.65,-2,,2010
30,"Friday, May 7",KCR,A,TEX,L,1,4,,11-19,5,8.5,Wilson,Greinke,,2:09,N,29065,0.58,-3,,2010
31,"Saturday, May 8",KCR,A,TEX,L,2,3,,11-20,5,9.0,Ray,Meche,Feliz,2:43,N,36349,0.53,-4,,2010
32,"Sunday, May 9",KCR,A,TEX,L,4,6,,11-21,5,10.0,Mathis,Thompson,Feliz,3:13,D,25476,0.44,-5,,2010
33,"Tuesday, May 11",KCR,H,CLE,L,2,8,,11-22,5,10.0,Westbrook,Bannister,,2:46,N,15930,0.45,-6,,2010
34,"Wednesday, May 12",KCR,H,CLE,L,0,4,,11-23,5,11.0,Hernandez,Davies,,2:43,N,11803,0.39,-7,,2010
35,"Thursday, May 13",KCR,H,CLE,W,6,4,,12-23,5,10.5,Greinke,Huff,Soria,2:46,D,28361,0.33,1,,2010
36,"Friday, May 14",KCR,H,CHW,W,6,1,,13-23,5,9.5,Hughes,Buehrle,,2:25,N,27816,0.37,2,,2010
37,"Saturday, May 15",KCR,H,CHW,L,4,5,,13-24,5,9.5,Peavy,Hochevar,Thornton,2:33,N,22192,0.45,-1,,2010
38,"Sunday, May 16",KCR,H,CHW,W,5,3,,14-24,5,9.5,Bannister,Floyd,Soria,2:20,D,13922,0.35,1,,2010
39,"Monday, May 17",KCR,A,BAL,W,4,3,,15-24,5,9.5,Davies,Bergesen,Soria,2:43,N,9299,0.37,2,,2010
40,"Tuesday, May 18",KCR,A,BAL,L-wo,3,4,10,15-25,5,9.5,Simon,Bullington,,2:55,N,9715,0.39,-1,,2010
41,"Wednesday, May 19",KCR,A,CLE,W,8,4,,16-25,5,8.5,Chen,Wood,,3:39,N,10916,0.38,1,,2010
42,"Thursday, May 20",KCR,A,CLE,W,9,3,,17-25,3,7.5,Hochevar,Talbot,,2:25,D,13953,0.47,2,,2010
43,"Friday, May 21",KCR,H,COL,W,9,2,,18-25,3,7.5,Bannister,Hammel,,2:33,N,24807,0.48,3,,2010
44,"Saturday, May 22",KCR,H,COL,L,0,3,,18-26,4,8.5,Francis,Davies,Corpas,2:53,D,20907,0.51,-1,,2010
45,"Sunday, May 23",KCR,H,COL,L,7,11,,18-27,4,8.5,Rogers,Greinke,,3:12,D,21876,0.47,-2,,2010
46,"Tuesday, May 25",KCR,H,TEX,L,7,8,,18-28,4,8.5,O'Day,Thompson,Feliz,3:11,N,12796,0.4,-3,,2010
47,"Wednesday, May 26",KCR,H,TEX,W,5,2,,19-28,4,7.5,Hochevar,Feldman,Soria,2:24,D,14722,0.39,1,,2010
48,"Thursday, May 27",KCR,A,BOS,W,4,3,,20-28,4,7.5,Bannister,Matsuzaka,Soria,3:03,N,37940,0.45,2,,2010
49,"Friday, May 28",KCR,A,BOS,W,12,5,,21-28,4,7.5,Davies,Wakefield,,3:05,N,37945,0.51,3,,2010
50,"Saturday, May 29",KCR,A,BOS,L,0,1,,21-29,4,8.5,Buchholz,Greinke,Papelbon,2:46,N,37956,0.56,-1,,2010
51,"Sunday, May 30",KCR,A,BOS,L,1,8,,21-30,4,9.5,Lester,Thompson,,2:46,D,37581,0.55,-2,,2010
52,"Monday, May 31",KCR,H,LAA,L,1,7,,21-31,4,10.5,Santana,Hochevar,,2:39,D,24651,0.39,-3,,2010
53,"Tuesday, Jun 1",KCR,H,LAA,W,6,3,,22-31,4,9.5,Bannister,Pineiro,Soria,2:14,N,15139,0.36,1,,2010
54,"Wednesday, Jun 2",KCR,H,LAA,L,2,7,,22-32,4,9.5,Kazmir,Davies,,2:54,N,12718,0.43,-1,,2010
55,"Thursday, Jun 3",KCR,H,LAA,L,4,5,,22-33,4,9.5,Weaver,Greinke,Fuentes,3:10,D,13621,0.38,-2,,2010
56,"Friday, Jun 4",KCR,H,DET,W,7,3,,23-33,4,9.5,Chen,Scherzer,,2:46,N,21930,0.4,1,,2010
57,"Saturday, Jun 5",KCR,H,DET,L,2,4,,23-34,4,10.5,Verlander,Hochevar,Valverde,2:58,N,24383,0.43,-1,,2010
58,"Sunday, Jun 6",KCR,H,DET,W,7,2,,24-34,4,9.5,Bannister,Bonderman,,2:16,D,22240,0.37,1,,2010
59,"Tuesday, Jun 8",KCR,A,MIN,L,3,7,,24-35,4,10.5,Slowey,Greinke,Guerrier,2:45,N,38970,0.46,-1,,2010
60,"Wednesday, Jun 9",KCR,A,MIN,L,2,6,,24-36,4,11.5,Pavano,Davies,,2:27,N,40323,0.4,-2,,2010
61,"Thursday, Jun 10",KCR,A,MIN,W,9,8,,25-36,4,10.5,Chen,Baker,Soria,3:05,N,39022,0.3,1,,2010
62,"Friday, Jun 11",KCR,A,CIN,W,6,5,11,26-36,4,10.5,Marte,Owings,Soria,3:29,N,25847,0.26,2,,2010
63,"Saturday, Jun 12",KCR,A,CIN,L,5,11,,26-37,4,10.5,Cueto,Bannister,,2:58,N,34240,0.3,-1,,2010
64,"Sunday, Jun 13",KCR,A,CIN,W,7,3,,27-37,4,9.5,Greinke,LeCure,,2:26,D,23747,0.25,1,,2010
65,"Tuesday, Jun 15",KCR,H,HOU,W,15,7,,28-37,4,9.5,Texeira,Paulino,,3:18,N,24862,0.31,2,,2010
66,"Wednesday, Jun 16",KCR,H,HOU,L,2,4,,28-38,4,10.5,Oswalt,Chen,Lindstrom,2:25,N,17675,0.33,-1,,2010
67,"Thursday, Jun 17",KCR,H,HOU,W,5,2,,29-38,4,9.5,Marte,Myers,Soria,2:32,N,16255,0.24,1,,2010
68,"Friday, Jun 18",KCR,A,ATL,L,4,6,,29-39,4,9.5,Lowe,Bannister,Wagner,2:42,N,29808,0.28,-1,,2010
69,"Saturday, Jun 19",KCR,A,ATL,L-wo,4,5,,29-40,4,10.5,Wagner,Tejeda,,2:34,N,39109,0.24,-2,,2010
70,"Sunday, Jun 20",KCR,A,ATL,L,5,8,,29-41,4,11.5,Kimbrel,Wood,Wagner,3:13,D,30072,0.18,-3,,2010
71,"Monday, Jun 21",KCR,A,WSN,L,1,2,,29-42,4,12.0,Hernández,Chen,Capps,2:40,N,13592,0.15,-4,,2010
72,"Tuesday, Jun 22",KCR,A,WSN,L,3,4,,29-43,4,12.0,Atilano,Lerew,Capps,2:45,N,21168,0.09,-5,,2010
73,"Wednesday, Jun 23",KCR,A,WSN,W,1,0,,30-43,4,11.0,Bannister,Strasburg,Soria,2:30,D,31913,0.1,1,,2010
74,"Friday, Jun 25",KCR,H,STL,W,4,2,,31-43,4,9.5,Greinke,Suppan,Soria,2:47,N,38916,0.13,2,,2010
75,"Saturday, Jun 26",KCR,H,STL,L,3,5,,31-44,4,10.5,Hawksworth,Davies,Franklin,2:37,D,38457,0.16,-1,,2010
76,"Sunday, Jun 27",KCR,H,STL,W,10,3,,32-44,4,9.5,Chen,Garcia,,2:55,D,32938,0.12,1,,2010
77,"Monday, Jun 28",KCR,H,CHW,W,3,1,,33-44,4,9.0,Lerew,Buehrle,Soria,2:27,N,15056,0.16,2,,2010
78,"Tuesday, Jun 29",KCR,H,CHW,L,3,4,,33-45,4,9.5,Floyd,Bannister,Putz,2:55,N,19364,0.21,-1,,2010
79,"Wednesday, Jun 30",KCR,H,CHW,W,7,6,,34-45,4,9.5,Greinke,Peavy,Soria,2:30,N,18335,0.19,1,,2010
80,"Friday, Jul 2",KCR,A,LAA,W,2,1,10,35-45,4,9.0,Tejeda,Shields,Soria,3:07,N,40005,0.18,2,,2010
81,"Saturday, Jul 3",KCR,A,LAA,W,4,2,,36-45,4,8.0,Chen,Santana,Soria,2:39,N,39112,0.16,3,,2010
82,"Sunday, Jul 4",KCR,A,LAA,L,0,11,,36-46,4,8.0,Pineiro,Lerew,,2:46,N,42116,0.24,-1,,2010
83,"Monday, Jul 5",KCR,A,SEA,W,6,4,10,37-46,4,8.0,Farnsworth,Cordero,Soria,3:23,N,22617,0.21,1,,2010
84,"Tuesday, Jul 6",KCR,A,SEA,W,3,2,,38-46,4,8.0,Greinke,Rowland-Smith,Soria,2:29,N,17555,0.22,2,,2010
85,"Wednesday, Jul 7",KCR,A,SEA,W,7,3,,39-46,4,8.0,Marte,League,Soria,2:55,N,16954,0.26,3,,2010
86,"Friday, Jul 9",KCR,A,CHW,L,2,8,,39-47,4,9.0,Buehrle,Chen,,2:38,N,25572,0.34,-1,,2010
87,"Saturday, Jul 10",KCR,A,CHW,L,1,5,,39-48,4,10.0,Floyd,Bannister,,2:22,N,32339,0.24,-2,,2010
88,"Sunday, Jul 11",KCR,A,CHW,L,5,15,,39-49,4,10.5,Pena,Lerew,,2:43,D,29040,0.21,-3,,2010
89,"Friday, Jul 16",KCR,H,OAK,L,1,5,,39-50,4,11.0,Gonzalez,Greinke,,2:33,N,37312,0.12,-4,,2010
90,"Saturday, Jul 17",KCR,H,OAK,L,5,6,,39-51,4,11.0,Breslow,Soria,Bailey,2:52,N,26634,0.09,-5,,2010
91,"Sunday, Jul 18",KCR,H,OAK,L,6,9,,39-52,4,11.0,Mazzaro,Bannister,Bailey,2:47,D,18702,0.08,-6,,2010
92,"Monday, Jul 19",KCR,H,TOR,W-wo,5,4,10,40-52,4,11.0,Farnsworth,Gregg,,2:52,N,12968,0.06,1,,2010
93,"Tuesday, Jul 20",KCR,H,TOR,L,1,13,,40-53,4,12.0,Litsch,Lerew,,3:04,N,18865,0.09,-1,,2010
94,"Wednesday, Jul 21",KCR,H,TOR,W,5,2,,41-53,4,11.0,Greinke,Rzepczynski,Soria,2:27,D,15285,0.06,1,,2010
95,"Thursday, Jul 22",KCR,A,NYY,L,4,10,,41-54,4,11.5,Sabathia,Chen,,3:22,N,47484,0.1,-1,,2010
96,"Friday, Jul 23",KCR,A,NYY,L,1,7,,41-55,4,12.5,Burnett,Bannister,,2:33,N,46801,0.05,-2,,2010
97,"Saturday, Jul 24",KCR,A,NYY,W,7,4,,42-55,4,11.5,Davies,Mitre,Soria,2:53,D,48138,0.05,1,,2010
98,"Sunday, Jul 25",KCR,A,NYY,L,6,12,,42-56,4,11.5,Hughes,O'Sullivan,,3:13,D,47890,0.05,-1,,2010
99,"Monday, Jul 26",KCR,H,MIN,L,1,19,,42-57,4,12.5,Liriano,Greinke,,3:01,N,19306,0.06,-2,,2010
100,"Tuesday, Jul 27",KCR,H,MIN,L,2,11,,42-58,4,13.5,Pavano,Chen,,3:21,N,16749,0.02,-3,,2010
101,"Wednesday, Jul 28",KCR,H,MIN,L,4,6,,42-59,4,14.5,Duensing,Bannister,Rauch,2:45,D,15484,0.02,-4,,2010
102,"Thursday, Jul 29",KCR,H,BAL,L,5,6,11,42-60,4,15.5,Hernandez,Wood,Simon,3:30,N,17220,0.01,-5,,2010
103,"Friday, Jul 30",KCR,H,BAL,W-wo,7,5,,43-60,4,15.5,Wood,Simon,,3:18,N,21537,0.01,1,,2010
104,"Saturday, Jul 31",KCR,H,BAL,W,4,3,,44-60,4,14.5,Greinke,Hernandez,Soria,2:09,N,25055,0.01,2,,2010
105,"Sunday, Aug 1",KCR,H,BAL,W,5,4,,45-60,4,14.5,Chen,Millwood,Soria,2:51,D,14662,0,3,,2010
106,"Monday, Aug 2",KCR,A,OAK,L,0,6,,45-61,4,15.0,Cahill,Bannister,,2:22,N,10047,0.01,-1,,2010
107,"Tuesday, Aug 3",KCR,A,OAK,W,3,2,,46-61,4,14.5,Chavez,Breslow,Soria,2:45,N,10670,0.01,1,,2010
108,"Wednesday, Aug 4",KCR,A,OAK,L,3,4,,46-62,4,15.5,Anderson,O'Sullivan,Wuertz,2:38,D,22325,0.01,-1,,2010
109,"Friday, Aug 6",KCR,A,SEA,L,1,7,,46-63,5,16.0,French,Greinke,,2:19,N,20411,0,-2,,2010
110,"Saturday, Aug 7",KCR,A,SEA,W,2,1,,47-63,4,16.0,Chen,Pauley,Soria,2:35,N,24520,0,1,,2010
111,"Sunday, Aug 8",KCR,A,SEA,L,2,3,,47-64,4,16.0,Vargas,Davies,Aardsma,2:31,D,24078,0,-1,,2010
112,"Monday, Aug 9",KCR,A,LAA,L,4,6,,47-65,4,16.0,Santana,O'Sullivan,Fuentes,2:41,N,40011,0,-2,,2010
113,"Tuesday, Aug 10",KCR,A,LAA,L,1,3,,47-66,4,17.0,Haren,Bullington,Fuentes,2:17,N,43512,0,-3,,2010
114,"Wednesday, Aug 11",KCR,A,LAA,L-wo,1,2,10,47-67,4,17.0,Fuentes,Chavez,,2:54,D,39093,0,-4,,2010
115,"Thursday, Aug 12",KCR,H,NYY,L,3,4,,47-68,5,18.0,Sabathia,Chen,Robertson,2:55,N,23337,0,-5,,2010
116,"Friday, Aug 13",KCR,H,NYY,W,4,3,,48-68,4,18.0,Davies,Moseley,Soria,2:55,N,30680,0,1,,2010
117,"Saturday, Aug 14",KCR,H,NYY,L,3,8,,48-69,4,19.0,Hughes,O'Sullivan,,3:20,N,34206,0,-1,,2010
118,"Sunday, Aug 15",KCR,H,NYY,W,1,0,,49-69,4,19.0,Bullington,Burnett,Soria,2:07,D,26012,0,1,,2010
119,"Tuesday, Aug 17",KCR,H,CLE,W,2,1,,50-69,4,19.0,Greinke,Gomez,Soria,2:57,N,13258,0,2,,2010
120,"Wednesday, Aug 18",KCR,H,CLE,W,9,7,,51-69,4,19.0,Chen,Hernandez,Soria,3:00,N,12864,0,3,,2010
121,"Thursday, Aug 19",KCR,H,CLE,L,3,7,,51-70,4,19.0,Perez,Wood,Perez,3:24,N,9732,0,-1,,2010
122,"Saturday, Aug 21 (1)",KCR,H,CHW,W-wo,6,5,11,52-70,4,19.0,Chavez,Sale,,3:25,N,NA,0,1,2010-08-20 (Rain),2010
123,"Saturday, Aug 21 (2)",KCR,H,CHW,L,6,7,10,52-71,4,19.0,Putz,Holland,,3:06,N,25543,0,-1,,2010
124,"Sunday, Aug 22",KCR,H,CHW,W-wo,3,2,10,53-71,4,19.0,O'Sullivan,Linebrink,,3:01,D,18877,0,1,,2010
125,"Monday, Aug 23",KCR,A,DET,L,3,12,,53-72,4,19.0,Bonderman,Chen,,2:50,N,30552,0,-1,,2010
126,"Tuesday, Aug 24",KCR,A,DET,L,1,9,,53-73,4,19.0,Porcello,Davies,,2:37,N,29043,0,-2,,2010
127,"Wednesday, Aug 25",KCR,A,DET,W,4,3,12,54-73,4,18.0,Humber,Figaro,Soria,3:52,D,31231,0,1,,2010
128,"Friday, Aug 27",KCR,A,CLE,L,4,15,,54-74,4,19.5,Tomlin,Bullington,,3:17,N,17631,0,-1,,2010
129,"Saturday, Aug 28",KCR,A,CLE,L-wo,3,4,10,54-75,4,20.5,Perez,Chavez,,3:08,N,16372,0,-2,,2010
130,"Sunday, Aug 29",KCR,A,CLE,W,6,2,,55-75,4,19.5,Chen,Hernandez,,3:06,D,19725,0,1,,2010
131,"Monday, Aug 30",KCR,H,TEX,L,0,3,,55-76,4,20.0,Wilson,Davies,Feliz,2:28,N,15881,0,-1,,2010
132,"Tuesday, Aug 31",KCR,H,TEX,W-wo,10,9,,56-76,4,20.0,Soria,Oliver,,3:25,N,10295,0,1,,2010
133,"Wednesday, Sep 1",KCR,H,TEX,L,3,4,,56-77,4,21.0,Hunter,Bullington,Feliz,2:52,N,10811,0,-1,,2010
134,"Friday, Sep 3",KCR,H,DET,L,5,9,11,56-78,4,21.5,Perry,Chavez,,3:28,N,17835,0,-2,,2010
135,"Saturday, Sep 4",KCR,H,DET,L,4,6,,56-79,4,22.5,Porcello,Hughes,Valverde,2:57,N,21483,0,-3,,2010
136,"Sunday, Sep 5",KCR,H,DET,W,2,1,,57-79,4,22.5,Davies,Thomas,Soria,2:46,D,19061,0,1,,2010
137,"Monday, Sep 6",KCR,A,MIN,L,4,5,,57-80,4,23.5,Manship,O'Sullivan,Capps,2:48,D,40228,0,-1,,2010
138,"Tuesday, Sep 7",KCR,A,MIN,L,3,10,,57-81,4,24.5,Liriano,Bannister,,2:38,N,38816,0,-2,,2010
139,"Wednesday, Sep 8",KCR,A,MIN,L,3,4,,57-82,4,25.5,Duensing,Greinke,Capps,2:19,N,39376,0,-3,,2010
140,"Friday, Sep 10",KCR,A,CHW,L,3,4,,57-83,5,25.5,Putz,Tejeda,Sale,2:24,N,27009,0,-4,,2010
141,"Saturday, Sep 11",KCR,A,CHW,W,8,2,,58-83,4,25.5,Davies,Jackson,,3:07,N,26389,0,1,,2010
142,"Sunday, Sep 12",KCR,A,CHW,L,6,12,,58-84,4,26.5,Santos,Humber,,3:26,D,23756,0,-1,,2010
143,"Monday, Sep 13",KCR,H,OAK,L,1,3,,58-85,4,27.0,Cramer,Hochevar,Bailey,2:43,D,20695,0,-2,,2010
144,"Tuesday, Sep 14",KCR,H,OAK,W,11,3,,59-85,4,27.0,Greinke,Gonzalez,,2:38,N,12852,0,1,,2010
145,"Wednesday, Sep 15",KCR,H,OAK,W,6,3,,60-85,4,27.0,Chen,Cahill,Soria,2:53,N,11087,0,2,,2010
146,"Friday, Sep 17",KCR,H,CLE,L,4,11,,60-86,5,27.5,Carrasco,Davies,,3:00,N,21168,0,-1,,2010
147,"Saturday, Sep 18",KCR,H,CLE,L,4,6,,60-87,5,28.5,Smith,O'Sullivan,Perez,2:57,N,18112,0,-2,,2010
148,"Sunday, Sep 19",KCR,H,CLE,W,6,4,,61-87,5,27.5,Hochevar,Tomlin,Soria,2:41,D,17803,0,1,,2010
149,"Monday, Sep 20",KCR,A,DET,L,5,7,,61-88,5,28.5,Thomas,Greinke,Coke,2:43,N,24382,0,-1,,2010
150,"Tuesday, Sep 21",KCR,A,DET,W,9,6,,62-88,4,28.5,Chen,Galarraga,Soria,3:07,N,26178,0,1,,2010
151,"Wednesday, Sep 22",KCR,A,DET,L,2,4,,62-89,4,29.5,Scherzer,Davies,,2:20,N,24678,0,-1,,2010
152,"Thursday, Sep 23",KCR,A,CLE,W,4,2,,63-89,4,29.0,O'Sullivan,Talbot,Soria,3:04,N,16625,0,1,,2010
153,"Friday, Sep 24",KCR,A,CLE,L,3,7,,63-90,4,29.0,Tomlin,Hochevar,,2:28,N,25100,0,-1,,2010
154,"Saturday, Sep 25",KCR,A,CLE,L,1,7,,63-91,5,29.0,Gomez,Greinke,,3:00,N,19746,0,-2,,2010
155,"Sunday, Sep 26",KCR,A,CLE,L,3,5,,63-92,5,29.0,Perez,Tejeda,Pestano,3:01,D,18813,0,-3,,2010
156,"Monday, Sep 27",KCR,H,MIN,W,10,8,,64-92,5,28.0,Humber,Manship,Soria,3:06,N,19307,0,1,,2010
157,"Tuesday, Sep 28",KCR,H,MIN,W,10,1,,65-92,5,27.0,O'Sullivan,Blackburn,,2:43,N,18487,0,2,,2010
158,"Wednesday, Sep 29",KCR,H,MIN,L,2,4,,65-93,5,28.0,Guerrier,Meche,Capps,3:00,N,18340,0,-1,,2010
159,"Thursday, Sep 30",KCR,H,TBR,W,3,2,,66-93,5,27.0,Greinke,Garza,Soria,2:33,N,21563,0,1,,2010
160,"Friday, Oct 1",KCR,H,TBR,W,7,0,,67-93,5,26.0,Chen,Shields,,2:22,N,23374,0,2,,2010
161,"Saturday, Oct 2",KCR,H,TBR,L,0,4,,67-94,5,27.0,Qualls,Davies,,2:52,N,32484,0,-1,,2010
162,"Sunday, Oct 3",KCR,H,TBR,L,2,3,12,67-95,5,27.0,Niemann,Hughes,Soriano,3:39,D,20936,0,-2,,2010
1,"Thursday, Mar 31",KCR,H,LAA,L,2,4,,0-1,4,0.5,Weaver,Hochevar,Rodney,3:15,D,40055,0.96,-1,,2011
2,"Friday, Apr 1",KCR,H,LAA,W-wo,2,1,,1-1,2,0.5,Soria,Kohn,,2:23,N,13302,0.97,1,,2011
3,"Saturday, Apr 2",KCR,H,LAA,W,5,4,,2-1,2,0.5,Crow,Jepsen,Soria,2:45,D,17328,0.95,2,,2011
4,"Sunday, Apr 3",KCR,H,LAA,W-wo,12,9,13,3-1,1,up 0.5,Collins,Bulger,,4:46,D,14085,1.04,3,,2011
5,"Tuesday, Apr 5",KCR,H,CHW,W-wo,7,6,12,4-1,1,up 1.5,Jeffress,Pena,,3:32,N,12641,1.27,4,,2011
6,"Wednesday, Apr 6",KCR,H,CHW,L,7,10,12,4-2,1,up 0.5,Sale,O'Sullivan,,3:41,D,13360,1.21,-1,,2011
7,"Friday, Apr 8",KCR,A,DET,L,2,5,,4-3,2,1.0,Scherzer,Davies,Valverde,3:00,D,44799,1.16,-2,,2011
8,"Saturday, Apr 9",KCR,A,DET,W,3,1,,5-3,2,1.0,Chen,Coke,Soria,2:29,D,33810,1.22,1,,2011
9,"Sunday, Apr 10",KCR,A,DET,W,9,5,,6-3,2,1.0,Hochevar,Porcello,Soria,3:02,D,28984,1.22,2,,2011
10,"Tuesday, Apr 12",KCR,A,MIN,L-wo,3,4,10,6-4,3,1.5,Hughes,Tejeda,,3:17,N,38154,1.25,-1,,2011
11,"Wednesday, Apr 13",KCR,A,MIN,W,10,5,,7-4,2,0.5,Davies,Liriano,Jeffress,2:46,D,36286,1.18,1,,2011
12,"Thursday, Apr 14",KCR,H,SEA,W,5,1,8,8-4,1,Tied,Chen,Fister,,1:53,N,8811,1.16,2,,2011
13,"Friday, Apr 15",KCR,H,SEA,W,6,5,,9-4,1,Tied,Hochevar,Bedard,Soria,2:55,N,13686,1.19,3,,2011
14,"Saturday, Apr 16",KCR,H,SEA,W,7,0,,10-4,1,Tied,O'Sullivan,Hernandez,,2:46,D,22364,1.22,4,,2011
15,"Sunday, Apr 17",KCR,H,SEA,L,2,3,,10-5,2,1.0,Pineda,Francis,League,2:46,D,19424,1.2,-1,,2011
16,"Monday, Apr 18",KCR,H,CLE,L,3,7,10,10-6,2,2.0,Smith,Collins,,3:27,N,12214,1.42,-2,,2011
17,"Tuesday, Apr 19",KCR,H,CLE,W,5,4,,11-6,2,1.0,Chen,Gomez,Soria,2:45,N,10506,1.39,1,,2011
18,"Wednesday, Apr 20",KCR,H,CLE,L,5,7,,11-7,2,2.0,Masterson,Hochevar,Perez,3:14,N,10080,1.43,-1,,2011
19,"Thursday, Apr 21",KCR,H,CLE,W-wo,3,2,,12-7,2,1.0,Crow,Perez,,2:37,N,9279,1.41,1,,2011
20,"Friday, Apr 22",KCR,A,TEX,L,6,11,,12-8,2,1.5,Holland,Francis,,2:59,N,45769,1.24,-1,,2011
21,"Saturday, Apr 23",KCR,A,TEX,L,1,3,,12-9,2,1.5,Ogando,Davies,Oliver,2:50,N,45506,1.16,-2,,2011
22,"Sunday, Apr 24",KCR,A,TEX,L,7,8,,12-10,2,1.5,Wilson,Chen,Rhodes,3:07,D,28284,1.26,-3,,2011
23,"Tuesday, Apr 26",KCR,A,CLE,L,4,9,,12-11,2,2.5,Masterson,Hochevar,,2:47,N,9650,1.27,-4,,2011
24,"Wednesday, Apr 27",KCR,A,CLE,L,2,7,,12-12,2,3.5,Tomlin,Francis,,2:46,N,9722,1.28,-5,,2011
25,"Thursday, Apr 28",KCR,A,CLE,L,2,8,,12-13,2,4.5,Hernandez,Davies,,2:25,N,9076,1.2,-6,,2011
26,"Friday, Apr 29",KCR,H,MIN,W,4,3,,13-13,2,4.5,Wood,Burnett,Soria,2:53,N,31407,0.98,1,,2011
27,"Saturday, Apr 30",KCR,H,MIN,W,11,2,,14-13,2,4.5,Adcock,Duensing,,2:49,N,22099,1.12,2,,2011
28,"Sunday, May 1",KCR,H,MIN,W,10,3,,15-13,2,4.5,Hochevar,Pavano,,2:39,D,18108,1.18,3,,2011
29,"Tuesday, May 3",KCR,H,BAL,W-wo,6,5,10,16-13,2,4.5,Collins,Berken,,3:16,N,11986,1.15,4,,2011
30,"Wednesday, May 4",KCR,H,BAL,L,2,3,,16-14,2,4.5,Arrieta,Davies,Gregg,2:43,N,11130,1.17,-1,,2011
31,"Thursday, May 5",KCR,H,BAL,W,9,1,,17-14,2,4.5,Chen,Tillman,,2:38,D,29927,1.14,1,,2011
32,"Friday, May 6",KCR,H,OAK,L,2,3,,17-15,2,4.5,Gonzalez,O'Sullivan,Fuentes,2:22,N,30690,1.12,-1,,2011
33,"Saturday, May 7",KCR,H,OAK,W-wo,4,3,,18-15,2,4.5,Soria,McCarthy,,2:18,N,25828,1.12,1,,2011
34,"Sunday, May 8",KCR,H,OAK,L,2,5,,18-16,2,4.5,Ross,Francis,Fuentes,2:59,D,22435,1.2,-1,,2011
35,"Tuesday, May 10",KCR,A,NYY,L,1,3,,18-17,2,5.5,Garcia,Davies,Rivera,2:52,N,41275,1.18,-2,,2011
36,"Wednesday, May 11",KCR,A,NYY,W,4,3,11,19-17,2,4.5,Soria,Carlyle,Coleman,4:31,N,40164,1.09,1,,2011
