Gm,Date,Tm,H_A,Opp,Result,R,RA,Inn,Record,Rank,GB,Win,Loss,Save,Time,D.N,Attendance,cLI,Streak,Orig_Scheduled,Year
32,"Sunday, May 7",TEX,H,NYY,L,5,8,,17-15,1,up 0.5,Wang,Tejeda,,3:18,D,46013,1.2,-3,,2006
33,"Monday, May 8",TEX,H,MIN,W,6,4,,18-15,1,up 1.0,Koronka,Radke,Otsuka,2:39,N,18608,1.2,1,,2006
34,"Tuesday, May 9",TEX,H,MIN,L,5,15,,18-16,1,Tied,Silva,Millwood,Liriano,2:53,N,19309,1.18,-1,,2006
35,"Wednesday, May 10",TEX,H,MIN,L,3,4,,18-17,1,Tied,Lohse,Padilla,Nathan,2:50,D,23037,1.16,-2,,2006
36,"Friday, May 12",TEX,A,BOS,W,6,0,6,19-17,1,up 1.5,Loe,Clement,,2:10,N,36102,1.17,1,,2006
37,"Monday, May 15",TEX,A,NYY,W,4,2,,20-17,1,up 2.0,Millwood,Farnsworth,Otsuka,2:42,N,41115,1.21,2,,2006
38,"Tuesday, May 16",TEX,A,NYY,L-wo,13,14,,20-18,1,up 1.0,Rivera,Otsuka,,3:49,N,40757,1.22,-1,,2006
39,"Wednesday, May 17",TEX,A,NYY,L,3,4,,20-19,1,Tied,Wang,Loe,Rivera,2:34,N,52547,1.21,-2,,2006
40,"Thursday, May 18",TEX,A,NYY,W,6,2,,21-19,1,Tied,Padilla,Wright,,3:20,D,47194,1.18,1,,2006
41,"Friday, May 19",TEX,A,HOU,L,3,5,,21-20,2,1.0,Qualls,Benoit,Lidge,3:18,N,40790,1.16,-1,,2006
42,"Saturday, May 20",TEX,A,HOU,W,6,0,,22-20,1,Tied,Millwood,Pettitte,,2:52,N,41480,1.17,1,,2006
43,"Sunday, May 21",TEX,A,HOU,L,0,5,,22-21,1,Tied,Buchholz,Koronka,,2:24,D,37979,1.19,-1,,2006
44,"Monday, May 22",TEX,H,LAA,W,3,2,,23-21,1,up 1.0,Loe,Escobar,Otsuka,2:28,N,22032,1.36,1,,2006
45,"Tuesday, May 23",TEX,H,LAA,L,6,7,,23-22,1,up 1.0,Carrasco,Cordero,Rodriguez,3:17,N,21833,1.37,-1,,2006
46,"Wednesday, May 24",TEX,H,LAA,L,5,8,,23-23,1,up 1.0,Weaver,Tejeda,,3:04,D,16536,1.38,-2,,2006
47,"Thursday, May 25",TEX,H,OAK,W-wo,8,7,,24-23,1,up 2.0,Otsuka,Street,,2:54,N,22006,1.59,1,,2006
48,"Friday, May 26",TEX,H,OAK,W,5,3,,25-23,1,up 3.0,Cordero,Gaudin,Otsuka,2:45,N,27791,1.65,2,,2006
49,"Saturday, May 27",TEX,H,OAK,L,3,6,,25-24,1,up 2.0,Zito,Loe,Street,2:44,N,41226,1.65,-1,,2006
50,"Sunday, May 28",TEX,H,OAK,W,4,3,,26-24,1,up 3.0,Padilla,Saarloos,Otsuka,2:47,N,38905,1.66,1,,2006
51,"Monday, May 29",TEX,H,SEA,W,2,0,,27-24,1,up 4.0,Rheinecker,Washburn,Bauer,2:00,N,23771,1.53,2,,2006
52,"Tuesday, May 30",TEX,H,SEA,W,6,4,,28-24,1,up 5.0,Millwood,Meche,Otsuka,3:06,N,18084,1.49,3,,2006
53,"Wednesday, May 31",TEX,H,SEA,L,5,14,,28-25,1,up 4.0,Hernandez,Koronka,,3:10,D,19131,1.5,-1,,2006
54,"Friday, Jun 2",TEX,A,CHW,W,4,3,,29-25,1,up 4.5,Cordero,McCarthy,Otsuka,2:54,N,32802,1.27,1,,2006
55,"Saturday, Jun 3",TEX,A,CHW,L,6,8,,29-26,1,up 3.5,Vazquez,Padilla,Jenks,3:20,N,38697,1.29,-1,,2006
56,"Sunday, Jun 4",TEX,A,CHW,W,10,2,,30-26,1,up 3.5,Rheinecker,Buehrle,,2:26,D,35915,1.26,1,,2006
57,"Tuesday, Jun 6",TEX,A,KCR,W,6,2,,31-26,1,up 3.5,Millwood,Elarton,Cordero,2:54,N,11715,1.29,2,,2006
58,"Wednesday, Jun 7",TEX,A,KCR,W,4,2,,32-26,1,up 4.5,Otsuka,Burgos,Cordero,2:38,N,11246,1.28,3,,2006
59,"Thursday, Jun 8",TEX,A,KCR,L,12,16,,32-27,1,up 3.5,Gobble,Mahay,,3:27,N,11815,1.28,-1,,2006
60,"Friday, Jun 9",TEX,A,BOS,L,3,4,,32-28,1,up 2.5,Papelbon,Cordero,,2:18,N,36133,1.32,-2,,2006
61,"Saturday, Jun 10",TEX,A,BOS,W,7,4,,33-28,1,up 2.5,Corey,Tavarez,Otsuka,3:25,N,36920,1.34,1,,2006
62,"Sunday, Jun 11 (1)",TEX,A,BOS,L-wo,4,5,,33-29,1,up 2.0,Delcarmen,Otsuka,,3:25,D,36232,1.32,-1,2006-05-13 (Rain),2006
63,"Sunday, Jun 11 (2)",TEX,A,BOS,W,13,6,,34-29,1,up 2.0,Wasdin,Pauley,,3:29,N,35602,1.35,1,,2006
64,"Monday, Jun 12",TEX,H,CHW,L,3,8,,34-30,1,up 1.5,Contreras,Koronka,,2:40,N,29182,1.42,-1,,2006
65,"Tuesday, Jun 13",TEX,H,CHW,L,2,5,,34-31,1,up 0.5,Garland,Loe,Jenks,2:43,N,18354,1.36,-2,,2006
66,"Wednesday, Jun 14",TEX,H,CHW,W,8,0,,35-31,1,up 0.5,Padilla,Vazquez,,2:23,N,28776,1.34,1,,2006
67,"Thursday, Jun 15",TEX,H,CHW,L,2,8,,35-32,2,0.5,Buehrle,Rheinecker,,2:35,N,19424,1.37,-1,,2006
68,"Friday, Jun 16",TEX,H,ARI,W,5,3,,36-32,2,0.5,Millwood,Webb,Otsuka,2:39,N,28167,1.27,1,,2006
69,"Saturday, Jun 17",TEX,H,ARI,W,8,4,,37-32,2,0.5,Koronka,Jarvis,,2:58,N,41165,1.29,2,,2006
70,"Sunday, Jun 18",TEX,H,ARI,W,10,7,,38-32,2,0.5,Cordero,Vizcaino,Otsuka,2:57,D,24358,1.29,3,,2006
71,"Tuesday, Jun 20",TEX,H,SDP,L,5,6,,38-33,1,Tied,Thompson,Feldman,Hoffman,2:52,N,24064,1.34,-1,,2006
72,"Wednesday, Jun 21",TEX,H,SDP,L,2,3,,38-34,2,1.0,Linebrink,Otsuka,Hoffman,2:56,N,29047,1.31,-2,,2006
73,"Thursday, Jun 22",TEX,H,SDP,W,5,3,,39-34,2,0.5,Rheinecker,Hensley,Otsuka,2:34,D,24637,1.24,1,,2006
74,"Friday, Jun 23",TEX,A,COL,W,8,6,,40-34,2,0.5,Koronka,Francis,Otsuka,2:51,N,28360,1.31,2,,2006
75,"Saturday, Jun 24",TEX,A,COL,L,6,11,,40-35,2,0.5,Fogg,Tejeda,,2:58,N,31439,1.3,-1,,2006
76,"Sunday, Jun 25",TEX,A,COL,L,0,3,,40-36,2,1.5,Kim,Padilla,Fuentes,2:20,D,28313,1.28,-2,,2006
77,"Tuesday, Jun 27",TEX,A,SFG,L,3,5,,40-37,2,1.5,Morris,Millwood,Accardo,2:45,N,36053,1.19,-3,,2006
78,"Wednesday, Jun 28",TEX,A,SFG,L,1,5,,40-38,2,1.5,Lowry,Rheinecker,,2:26,N,37275,1.18,-4,,2006
79,"Thursday, Jun 29",TEX,A,SFG,L,1,2,,40-39,3,2.5,Sanchez,Feldman,Accardo,2:33,D,38212,1.16,-5,,2006
80,"Friday, Jun 30",TEX,H,HOU,W,3,1,,41-39,2,1.5,Padilla,Oswalt,Otsuka,2:19,N,40177,0.98,1,,2006
81,"Saturday, Jul 1",TEX,H,HOU,L,0,7,,41-40,3,1.5,Buchholz,Wasdin,,2:59,D,35131,1.16,-1,,2006
82,"Sunday, Jul 2",TEX,H,HOU,L,5,9,,41-41,3,1.5,Rodriguez,Millwood,Lidge,3:06,N,39298,1.12,-2,,2006
83,"Monday, Jul 3",TEX,H,TOR,W,6,1,,42-41,2,1.5,Rheinecker,Lilly,,2:42,N,30021,1.07,1,,2006
84,"Tuesday, Jul 4",TEX,H,TOR,L,2,3,,42-42,2,2.5,Halladay,Koronka,Ryan,2:29,N,42255,1.14,-1,,2006
85,"Wednesday, Jul 5",TEX,H,TOR,W,9,3,,43-42,2,1.5,Padilla,Janssen,Cordero,2:32,N,25803,1.04,1,,2006
86,"Friday, Jul 7",TEX,H,MIN,W,9,4,,44-42,2,1.0,Wasdin,Silva,,2:48,N,30207,1.14,2,,2006
87,"Saturday, Jul 8",TEX,H,MIN,L,0,4,,44-43,2,1.0,Liriano,Rheinecker,,2:34,N,36035,1.24,-1,,2006
88,"Sunday, Jul 9",TEX,H,MIN,W,5,2,,45-43,1,Tied,Bauer,Santana,Otsuka,2:30,D,23268,1.23,1,,2006
89,"Thursday, Jul 13",TEX,A,BAL,W,15,1,,46-43,1,Tied,Padilla,Cabrera,,2:41,N,22780,1.29,2,,2006
90,"Friday, Jul 14",TEX,A,BAL,W,2,1,,47-43,1,Tied,Millwood,Benson,Otsuka,2:23,N,28201,1.31,3,,2006
91,"Saturday, Jul 15",TEX,A,BAL,L,1,8,,47-44,1,Tied,Bedard,Rheinecker,,2:37,D,35804,1.29,-1,,2006
92,"Sunday, Jul 16",TEX,A,BAL,L,0,4,,47-45,2,1.0,Lopez,Wasdin,,2:47,D,25169,1.31,-2,,2006
93,"Monday, Jul 17",TEX,A,TOR,L,1,10,,47-46,3,1.0,Lilly,Koronka,,2:33,N,16872,1.23,-3,,2006
94,"Tuesday, Jul 18",TEX,A,TOR,W,5,2,,48-46,3,1.0,Padilla,Schoeneweis,Otsuka,2:45,N,20017,1.18,1,,2006
95,"Wednesday, Jul 19",TEX,A,TOR,W,5,4,,49-46,2,1.0,Millwood,Janssen,Otsuka,2:36,N,20778,1.2,2,,2006
96,"Thursday, Jul 20",TEX,A,BOS,L,4,6,,49-47,2,1.5,Schilling,Corey,Timlin,2:58,D,36489,1.26,-1,2006-05-14 (Rain),2006
97,"Friday, Jul 21",TEX,A,CHW,W,10,3,,50-47,2,0.5,Mahay,Buehrle,Bauer,2:44,N,38246,1.23,1,,2006
98,"Saturday, Jul 22",TEX,A,CHW,W,3,1,,51-47,2,0.5,Cordero,Jenks,Otsuka,3:09,N,39250,1.38,2,,2006
99,"Sunday, Jul 23",TEX,A,CHW,L,0,5,,51-48,2,0.5,Garland,Padilla,,2:10,D,38312,1.39,-1,,2006
100,"Monday, Jul 24",TEX,H,NYY,L,2,6,,51-49,3,0.5,Johnson,Millwood,,3:28,N,43206,1.33,-2,,2006
101,"Tuesday, Jul 25",TEX,H,NYY,L,4,7,,51-50,3,0.5,Mussina,Eaton,Rivera,3:15,N,42171,1.25,-3,,2006
102,"Wednesday, Jul 26",TEX,H,NYY,L,7,8,,51-51,3,1.5,Chacon,Otsuka,Rivera,3:18,N,43527,1.27,-4,,2006
103,"Friday, Jul 28",TEX,H,KCR,L,3,11,,51-52,3,2.5,Hudson,Padilla,,2:49,N,30202,1.06,-5,,2006
104,"Saturday, Jul 29",TEX,H,KCR,L,3,5,,51-53,3,3.0,De La Rosa,Millwood,Burgos,3:14,N,42017,0.97,-6,,2006
105,"Sunday, Jul 30",TEX,H,KCR,W,15,2,,52-53,3,3.0,Koronka,Redman,,3:11,N,29726,0.87,1,,2006
106,"Monday, Jul 31",TEX,A,MIN,L,2,15,,52-54,4,4.0,Silva,Rheinecker,,2:40,N,19532,0.88,-1,,2006
107,"Tuesday, Aug 1",TEX,A,MIN,W,9,0,,53-54,3,3.0,Eaton,Baker,,2:37,N,25969,0.77,1,,2006
108,"Wednesday, Aug 2",TEX,A,MIN,W,10,2,,54-54,3,3.0,Wells,Bonser,,2:56,D,26492,0.9,2,,2006
109,"Thursday, Aug 3",TEX,A,LAA,W,7,6,12,55-54,3,2.5,Littleton,Gregg,Otsuka,4:00,N,43569,1.3,3,,2006
110,"Friday, Aug 4",TEX,A,LAA,W,7,3,,56-54,2,2.5,Padilla,Lackey,,2:24,N,44074,1.47,4,,2006
111,"Saturday, Aug 5",TEX,A,LAA,L,3,10,,56-55,3,3.5,Santana,Koronka,,2:42,D,43701,1.54,-1,,2006
112,"Sunday, Aug 6",TEX,A,LAA,L,1,9,,56-56,3,4.5,Saunders,Eaton,,2:33,D,43804,1.32,-2,,2006
113,"Monday, Aug 7",TEX,A,OAK,L,4,7,,56-57,3,5.5,Loaiza,Volquez,Calero,2:36,N,21208,1.4,-3,,2006
114,"Tuesday, Aug 8",TEX,A,OAK,L,6,7,,56-58,3,6.5,Saarloos,Millwood,Street,2:58,N,21650,1.11,-4,,2006
115,"Wednesday, Aug 9",TEX,A,OAK,W,14,0,,57-58,3,5.5,Padilla,Zito,,2:57,D,30127,0.86,1,,2006
116,"Thursday, Aug 10",TEX,H,SEA,W,8,2,,58-58,3,5.0,Eaton,Pineiro,,2:26,N,31763,0.76,2,,2006
117,"Friday, Aug 11",TEX,H,SEA,W,14,7,,59-58,3,5.0,Littleton,Meche,,2:52,N,28207,0.86,3,,2006
118,"Saturday, Aug 12",TEX,H,SEA,W,5,4,,60-58,3,5.0,Volquez,Moyer,Otsuka,3:10,N,35784,0.92,4,,2006
119,"Sunday, Aug 13",TEX,H,SEA,W,10,6,,61-58,3,5.0,Millwood,Hernandez,,2:52,N,29717,0.93,5,,2006
120,"Tuesday, Aug 15",TEX,H,LAA,L,7,9,,61-59,3,6.5,Carrasco,Littleton,Rodriguez,2:55,N,26561,0.99,-1,,2006
121,"Wednesday, Aug 16",TEX,H,LAA,W,9,3,,62-59,2,6.5,Eaton,Saunders,,2:51,N,31723,0.74,1,,2006
122,"Thursday, Aug 17",TEX,A,DET,L,2,4,,62-60,3,7.0,Rogers,Volquez,Jones,2:57,N,34756,0.65,-1,,2006
123,"Friday, Aug 18",TEX,A,DET,W,2,1,,63-60,3,5.5,Millwood,Miner,Otsuka,2:34,N,39327,0.55,1,,2006
124,"Saturday, Aug 19",TEX,A,DET,W,3,1,,64-60,3,5.5,Tejeda,Robertson,Otsuka,2:25,N,41643,0.81,2,,2006
125,"Sunday, Aug 20",TEX,A,DET,W,7,6,,65-60,3,5.5,Benoit,Grilli,Otsuka,3:11,D,39071,0.79,3,,2006
126,"Monday, Aug 21",TEX,A,TBD,L,3,4,,65-61,3,6.5,Shields,Eaton,McClung,2:44,N,7820,0.81,-1,,2006
127,"Tuesday, Aug 22",TEX,A,TBD,L,3,5,,65-62,3,6.5,Camp,Padilla,McClung,2:42,N,8028,0.59,-2,,2006
128,"Wednesday, Aug 23",TEX,A,TBD,L,3,7,,65-63,3,7.5,Camp,Millwood,,2:30,N,9701,0.54,-3,,2006
129,"Thursday, Aug 24",TEX,A,TBD,W,4,3,,66-63,3,7.0,Tejeda,Corcoran,Otsuka,2:33,N,9454,0.38,1,,2006
130,"Friday, Aug 25",TEX,H,OAK,L,3,9,,66-64,3,8.0,Zito,Volquez,,2:52,N,31178,0.82,-1,,2006
131,"Saturday, Aug 26",TEX,H,OAK,L,3,5,,66-65,3,9.0,Blanton,Eaton,Duchscherer,3:08,N,37752,0.49,-2,,2006
132,"Sunday, Aug 27",TEX,H,OAK,W,3,0,,67-65,3,8.0,Padilla,Haren,Otsuka,2:14,N,25708,0.24,1,,2006
133,"Tuesday, Aug 29",TEX,H,BAL,W,9,4,,68-65,3,8.5,Millwood,Lopez,,2:32,N,23684,0.19,2,,2006
134,"Wednesday, Aug 30",TEX,H,BAL,L,4,7,10,68-66,3,9.5,Hawkins,Mahay,,3:10,N,23812,0.19,-1,,2006
135,"Thursday, Aug 31",TEX,H,BAL,W,7,5,,69-66,3,9.0,Eaton,Cabrera,Otsuka,3:06,N,21446,0.1,1,,2006
136,"Friday, Sep 1",TEX,H,CLE,L,2,7,,69-67,3,10.0,Westbrook,Padilla,,2:55,N,23776,0.12,-1,,2006
137,"Saturday, Sep 2",TEX,H,CLE,L,5,6,,69-68,3,10.0,Lee,Volquez,Mastny,2:40,N,40222,0.06,-2,,2006
138,"Sunday, Sep 3",TEX,H,CLE,W,5,2,,70-68,3,10.0,Millwood,Byrd,Otsuka,2:44,D,19667,0.05,1,,2006
139,"Monday, Sep 4",TEX,A,OAK,W,8,1,,71-68,3,9.0,Tejeda,Zito,,2:55,D,23949,0.09,2,,2006
140,"Tuesday, Sep 5",TEX,A,OAK,W,5,4,,72-68,3,8.0,Eaton,Saarloos,Otsuka,2:52,N,27225,0.13,3,,2006
141,"Wednesday, Sep 6",TEX,A,OAK,L,6,9,,72-69,3,9.0,Blanton,Rupe,Duchscherer,2:51,D,17838,0.23,-1,,2006
142,"Friday, Sep 8",TEX,A,SEA,L,2,7,,72-70,3,10.0,Baek,Millwood,Pineiro,2:28,N,28646,0.05,-2,,2006
143,"Saturday, Sep 9",TEX,A,SEA,L-wo,2,3,13,72-71,3,10.0,Fruto,Rheinecker,,4:16,N,33454,0.02,-3,,2006
144,"Sunday, Sep 10",TEX,A,SEA,W,4,2,,73-71,3,10.0,Wilson,Huber,Otsuka,2:45,D,34321,0.01,1,,2006
145,"Tuesday, Sep 12",TEX,A,DET,L-wo,2,3,,73-72,3,9.5,Rodney,Mahay,,2:25,N,24196,0.01,-1,,2006
146,"Wednesday, Sep 13",TEX,A,DET,W,11,3,,74-72,3,9.5,Millwood,Verlander,,2:40,N,24672,0.01,1,,2006
147,"Thursday, Sep 14",TEX,H,LAA,L,1,2,,74-73,3,10.0,Carrasco,Volquez,Rodriguez,2:39,N,21488,0.01,-1,,2006
148,"Friday, Sep 15",TEX,H,LAA,L,1,2,11,74-74,3,11.0,Donnelly,Francisco,,3:09,N,30788,0,-2,,2006
149,"Saturday, Sep 16",TEX,H,LAA,W,12,6,,75-74,3,11.0,Eaton,Lackey,,2:51,N,40196,0,1,,2006
150,"Sunday, Sep 17",TEX,H,LAA,W,8,1,,76-74,3,11.0,Padilla,Santana,,2:30,D,24303,0,2,,2006
151,"Monday, Sep 18",TEX,H,SEA,W,8,1,,77-74,3,10.0,Millwood,Hernandez,,2:46,N,18214,0,3,,2006
152,"Tuesday, Sep 19",TEX,H,SEA,L,7,9,10,77-75,3,11.0,Huber,Wilson,Putz,3:47,N,18551,0,-1,,2006
153,"Wednesday, Sep 20",TEX,H,SEA,L,3,6,,77-76,3,12.0,Baek,Tejeda,Putz,2:44,N,26006,0,-2,,2006
154,"Friday, Sep 22",TEX,H,CLE,W,12,4,,78-76,3,12.5,Eaton,Byrd,,2:58,N,26284,0,1,,2006
155,"Saturday, Sep 23",TEX,H,CLE,L,3,6,,78-77,3,12.5,Miller,Padilla,Betancourt,2:59,N,38351,0,-1,,2006
156,"Sunday, Sep 24",TEX,H,CLE,L,6,11,,78-78,3,12.5,Westbrook,Millwood,,3:27,D,36617,0,-2,,2006
157,"Monday, Sep 25",TEX,A,LAA,L,3,8,,78-79,3,12.5,Saunders,Volquez,Shields,2:31,N,39781,0,-3,,2006
158,"Tuesday, Sep 26",TEX,A,LAA,W,5,2,,79-79,3,12.5,Tejeda,Escobar,Littleton,2:27,N,37339,0,1,,2006
159,"Wednesday, Sep 27",TEX,A,LAA,L,5,6,,79-80,3,13.5,Donnelly,Wilson,Rodriguez,2:43,N,38032,0,-1,,2006
160,"Friday, Sep 29",TEX,A,SEA,W,6,5,,80-80,3,12.0,Padilla,Fruto,Wilson,3:10,N,30766,0,1,,2006
161,"Saturday, Sep 30",TEX,A,SEA,L,1,3,,80-81,3,12.0,Hernandez,Millwood,Putz,2:05,D,23310,0,-1,,2006
162,"Sunday, Oct 1",TEX,A,SEA,L,2,3,,80-82,3,13.0,Woods,Tejeda,Putz,2:12,D,28361,0,-2,,2006
1,"Monday, Apr 2",TEX,A,LAA,L,1,4,,0-1,3,1.0,Lackey,Millwood,Rodriguez,2:44,N,43906,1.18,-1,,2007
2,"Tuesday, Apr 3",TEX,A,LAA,L,3,8,,0-2,3,2.0,Escobar,Padilla,,3:01,N,42463,1.17,-2,,2007
3,"Wednesday, Apr 4",TEX,A,LAA,L,3,5,,0-3,4,3.0,Santana,McCarthy,Rodriguez,2:26,D,35701,1.13,-3,,2007
4,"Friday, Apr 6",TEX,H,BOS,W,2,0,,1-3,4,2.5,Tejeda,Wakefield,Otsuka,2:14,D,51548,0.89,1,,2007
5,"Saturday, Apr 7",TEX,H,BOS,W,8,4,,2-3,3,2.5,Millwood,Tavarez,,3:28,N,40865,0.92,2,,2007
6,"Sunday, Apr 8",TEX,H,BOS,L,2,3,,2-4,4,2.5,Schilling,Padilla,Papelbon,2:47,N,28347,0.96,-1,,2007
7,"Monday, Apr 9",TEX,H,TBD,W,8,4,,3-4,3,2.0,McCarthy,Jackson,,2:50,N,21547,0.92,1,,2007
8,"Tuesday, Apr 10",TEX,H,TBD,W,12,9,,4-4,2,1.0,Feldman,Seo,,3:06,N,23897,0.98,2,,2007
9,"Wednesday, Apr 11",TEX,H,TBD,L,5,6,,4-5,3,2.0,Shields,Tejeda,Reyes,2:27,N,33674,1.03,-1,,2007
10,"Friday, Apr 13",TEX,A,SEA,W,5,2,,5-5,2,0.5,Millwood,Washburn,Gagne,2:36,N,25243,1.2,1,,2007
11,"Saturday, Apr 14",TEX,A,SEA,L,3,8,,5-6,3,1.0,Batista,Padilla,,2:45,D,25954,1.24,-1,,2007
12,"Sunday, Apr 15",TEX,A,SEA,L,6,14,,5-7,4,2.0,Ramirez,McCarthy,,3:02,D,25001,1.23,-2,,2007
13,"Tuesday, Apr 17",TEX,A,CHW,W,8,1,,6-7,3,1.0,Tejeda,Garland,,2:28,N,23139,0.98,1,,2007
14,"Wednesday, Apr 18",TEX,A,CHW,L,0,6,,6-8,3,1.5,Buehrle,Millwood,,2:03,N,25390,1,-1,,2007
15,"Thursday, Apr 19",TEX,A,CHW,L,4,6,,6-9,3,2.0,Thornton,Feldman,Jenks,2:42,N,25459,1.02,-2,,2007
16,"Friday, Apr 20",TEX,H,OAK,L,4,16,,6-10,4,3.0,Blanton,McCarthy,,3:03,N,29782,1.17,-3,,2007
17,"Saturday, Apr 21",TEX,H,OAK,W,7,0,,7-10,3,2.0,Loe,Kennedy,,3:06,N,42945,1.1,1,,2007
18,"Sunday, Apr 22",TEX,H,OAK,W,4,3,,8-10,3,1.0,Eyre,Duchscherer,Otsuka,3:06,D,37002,1.17,2,,2007
19,"Monday, Apr 23",TEX,H,SEA,L,4,5,,8-11,3,2.0,Morrow,Millwood,Putz,3:02,N,26592,1.17,-1,,2007
20,"Wednesday, Apr 25",TEX,A,CLE,L-wo,7,8,11,8-12,4,2.5,Cabrera,Eyre,,4:05,N,13843,0.94,-2,,2007
21,"Thursday, Apr 26",TEX,A,CLE,L,4,9,,8-13,4,3.5,Byrd,Loe,,2:47,D,14066,0.91,-3,,2007
22,"Friday, Apr 27",TEX,A,TOR,W,5,3,,9-13,4,2.5,Tejeda,Towers,Otsuka,2:43,N,24795,0.82,1,,2007
23,"Saturday, Apr 28",TEX,A,TOR,W,9,8,10,10-13,4,2.5,Otsuka,Tallet,Benoit,3:54,D,24119,0.92,2,,2007
24,"Sunday, Apr 29",TEX,A,TOR,L,3,7,,10-14,4,3.5,Ohka,McCarthy,,2:39,D,27516,0.99,-1,,2007
25,"Monday, Apr 30",TEX,A,TOR,L,1,6,,10-15,4,4.5,Halladay,Padilla,,2:02,N,19041,0.89,-2,,2007
26,"Tuesday, May 1",TEX,H,NYY,L,1,10,,10-16,4,5.5,Hughes,Loe,,2:50,N,32310,0.82,-3,,2007
27,"Thursday, May 3 (1)",TEX,H,NYY,L,3,4,,10-17,4,5.5,Vizcaino,Benoit,Rivera,2:49,D,NA,0.75,-4,2007-05-02 (Rain),2007
28,"Thursday, May 3 (2)",TEX,H,NYY,L,2,5,,10-18,4,5.5,Mussina,Tejeda,Rivera,3:20,N,40671,0.69,-5,,2007
29,"Friday, May 4",TEX,H,TOR,W,7,1,,11-18,4,5.5,McCarthy,Ohka,Eyre,2:16,N,24342,0.64,1,,2007
30,"Saturday, May 5",TEX,H,TOR,W,11,4,,12-18,4,4.5,Padilla,Halladay,,2:26,N,27421,0.66,2,,2007
31,"Sunday, May 6",TEX,H,TOR,W,3,2,,13-18,4,3.5,Benoit,Burnett,Otsuka,2:21,D,19103,0.71,3,,2007
32,"Tuesday, May 8",TEX,A,NYY,L,2,8,,13-19,4,3.5,Pettitte,Wood,,2:59,N,50705,0.8,-1,,2007
33,"Wednesday, May 9",TEX,A,NYY,L,2,6,,13-20,4,4.5,Mussina,Tejeda,,3:02,N,47930,0.75,-2,,2007
34,"Thursday, May 10",TEX,A,NYY,W,14,2,,14-20,4,4.5,McCarthy,Wang,,3:24,D,52147,0.71,1,,2007
35,"Friday, May 11",TEX,H,LAA,L,3,6,,14-21,4,5.5,Lackey,Padilla,,2:15,N,30782,0.88,-1,,2007
36,"Saturday, May 12",TEX,H,LAA,L,3,6,,14-22,4,6.5,Colon,Loe,Rodriguez,2:45,D,36474,0.79,-2,,2007
37,"Sunday, May 13",TEX,H,LAA,W-wo,7,6,,15-22,4,5.5,Gagne,Shields,,2:49,D,24847,0.7,1,,2007
38,"Monday, May 14",TEX,H,LAA,L,2,7,,15-23,4,6.5,Weaver,Millwood,,2:58,D,23421,0.74,-1,,2007
39,"Tuesday, May 15",TEX,A,TBD,L-wo,3,4,10,15-24,4,6.5,Stokes,Feldman,,3:12,N,8443,0.58,-2,,2007
40,"Wednesday, May 16",TEX,A,TBD,L,8,11,,15-25,4,7.5,Fossum,Padilla,Reyes,3:20,N,8839,0.51,-3,,2007
41,"Thursday, May 17",TEX,A,TBD,L-wo,6,8,10,15-26,4,8.5,Glover,Eyre,,4:13,N,9635,0.47,-4,,2007
42,"Friday, May 18",TEX,A,HOU,W,7,4,,16-26,4,8.5,Tejeda,Albers,Gagne,3:02,N,37634,0.42,1,,2007
43,"Saturday, May 19",TEX,A,HOU,L,1,6,,16-27,4,9.5,Rodriguez,Koronka,,3:03,N,41990,0.45,-1,,2007
44,"Sunday, May 20",TEX,A,HOU,W,14,1,,17-27,4,9.5,McCarthy,Williams,,3:04,D,39938,0.39,1,,2007
45,"Monday, May 21",TEX,H,MIN,W,14,4,,18-27,4,9.0,Padilla,Silva,,2:59,N,24814,0.45,2,,2007
46,"Tuesday, May 22",TEX,H,MIN,L,1,7,,18-28,4,10.0,Santana,Loe,,2:34,N,27013,0.5,-1,,2007
47,"Wednesday, May 23",TEX,H,MIN,L,3,5,,18-29,4,10.0,Bonser,Tejeda,Nathan,3:29,D,24370,0.43,-2,,2007
48,"Friday, May 25",TEX,H,BOS,L,6,10,,18-30,4,10.5,Matsuzaka,Littleton,,3:23,N,33552,0.37,-3,,2007
49,"Saturday, May 26",TEX,H,BOS,L,4,7,,18-31,4,11.5,Wakefield,Padilla,Papelbon,3:07,N,37974,0.3,-4,,2007
50,"Sunday, May 27",TEX,H,BOS,L,5,6,,18-32,4,12.5,Pineiro,Otsuka,Okajima,3:10,D,40323,0.25,-5,,2007
51,"Monday, May 28",TEX,A,OAK,L,3,5,,18-33,4,12.5,Gaudin,Tejeda,Embree,3:04,N,18230,0.23,-6,,2007
52,"Tuesday, May 29",TEX,A,OAK,W,4,0,,19-33,4,12.5,Wood,DiNardo,Gagne,2:39,N,18006,0.21,1,,2007
53,"Wednesday, May 30",TEX,A,OAK,L,1,6,,19-34,4,13.5,Haren,Koronka,,2:17,D,25674,0.23,-1,,2007
54,"Thursday, May 31",TEX,A,SEA,L,5,9,,19-35,4,13.5,Baek,Padilla,,2:55,N,20137,0.19,-2,,2007
55,"Friday, Jun 1",TEX,A,SEA,W,9,8,,20-35,4,13.5,Benoit,Green,Gagne,3:38,N,34570,0.17,1,,2007
56,"Saturday, Jun 2",TEX,A,SEA,L,4,5,,20-36,4,14.5,Batista,Loe,Putz,3:10,N,41988,0.2,-1,,2007
